"address","suburb","land_area","price"
"24 Reddington Way, Brentwood","Brentwood",572,895000
"24 Redgate Court, Kiara","Kiara",643,450000
"24 Redlands Street, Bayswater","Bayswater",364,270000
"24 Redmond Street, Salter Point","Salter Point",779,1035000
"24 Redunca Close, Helena Valley","Helena Valley",602,430000
"24 Richardson Arcade, Winthrop","Winthrop",600,800000
"24 Richenda Court, Marangaroo","Marangaroo",510,407000
"24 Rickett Street, Haynes","Haynes",518,195000
"24 Ridge Street, Wembley Downs","Wembley Downs",797,1405000
"24 Rigby Avenue, Spearwood","Spearwood",346,425000
"24 Ripple Way, Bateman","Bateman",519,850000
"24 Riversdale Pass, Jandakot","Jandakot",525,626000
"24 Rochester Way, Dianella","Dianella",729,660000
"24 Rochford Street, Canning Vale","Canning Vale",750,600000
"24 Rockdale Place, Lesmurdie","Lesmurdie",2116,605000
"24 Ropele Drive, Parkwood","Parkwood",717,455000
"24 Roper Boulevard, Hammond Park","Hammond Park",403,475000
"24 Rossetti Court, North Lake","North Lake",814,690000
"24 Ruislip Street, West Leederville","West Leederville",733,2270000
"24 Sabina Street, Woodlands","Woodlands",910,1260000
"24 Salter Point Parade, Salter Point","Salter Point",560,955000
"24 Salween Place, Beechboro","Beechboro",700,377000
"24 Salwood Loop, Banksia Grove","Banksia Grove",510,450000
"24 Saponara Drive, Sinagra","Sinagra",577,550000
"24 Saturn Street, Beckenham","Beckenham",1015,410000
"24 Saunders Street, Como","Como",516,1230000
"24 Saunders Way, Karragullen","Karragullen",1012,330000
"24 Sauvignon Avenue, The Vines","The Vines",906,550000
"24 Seagrove Boulevard, Merriwa","Merriwa",450,330000
"24 Serpentine Gardens, Clarkson","Clarkson",777,310000
"24 Shenandoah Mews, Currambine","Currambine",705,587000
"24 Sherborne Road, Gooseberry Hill","Gooseberry Hill",2026,575000
"24 Sherwin Rise, Landsdale","Landsdale",522,550000
"24 Shiel Way, Hamersley","Hamersley",714,490000
"24 Shortridge Way, Quinns Rocks","Quinns Rocks",464,315000
"24 Simmonds Parade, Winthrop","Winthrop",763,815000
"24 Sorrento Turn, Secret Harbour","Secret Harbour",642,375000
"24 Sowden Drive, Samson","Samson",771,527000
"24 Spinifex Loop, Yanchep","Yanchep",361,310000
"24 St Claire Gardens, Atwell","Atwell",576,521500
"24 St James Approach, Iluka","Iluka",890,940000
"24 Starlight Pass, Seville Grove","Seville Grove",525,315000
"24 Strathclyde Circuit, Champion Lakes","Champion Lakes",584,591000
"24 Sudlow Street, Embleton","Embleton",407,425000
"24 Sugarloaf Close, Merriwa","Merriwa",515,405000
"24 Sumich Gardens, Coogee","Coogee",727,710000
"24 Summerville Boulevard, Caversham","Caversham",352,410000
"24 Surrey Road, Rivervale","Rivervale",416,815000
"24 Swansea Street, Swanbourne","Swanbourne",531,1720000
"24 Sydney Street, North Perth","North Perth",545,1025000
"24 Talia Drive, Stirling","Stirling",502,872625
"24 Tarbert Parade, Ridgewood","Ridgewood",576,370000
"24 Tees Court, Mindarie","Mindarie",781,760000
"24 The Crescent, Maddington","Maddington",1025,230000
"24 Thorsager Street, Coolbellup","Coolbellup",729,480000
"24 Tintagel Loop, Orelia","Orelia",528,325000
"24 Tobin Street, Mount Helena","Mount Helena",2159,465000
"24 Trailwood Drive, Woodvale","Woodvale",745,580000
"24 Transom Way, Ocean Reef","Ocean Reef",850,920000
"24 Troy Terrace, Daglish","Daglish",618,1049000
"24 Turtledove Way, Bennett Springs","Bennett Springs",522,550000
"24 Urch Road, Roleystone","Roleystone",2023,345000
"24 Vaucluse Circuit, Belmont","Belmont",377,625000
"24 Vila Do Porto Crescent, Secret Harbour","Secret Harbour",640,441000
"24 Voltaire Crescent, Ridgewood","Ridgewood",556,465000
"24 Wadhurst Road, Butler","Butler",576,429000
"24 Wallsend Road, Woodbridge","Woodbridge",252,775000
"24 Warren Road, Maida Vale","Maida Vale",810,420000
"24 Waterhall Road, South Guildford","South Guildford",459,420000
"24 Waterhouse Meander, Burns Beach","Burns Beach",500,790000
"24 Waterway Crescent, Ascot","Ascot",345,655000
"24 Welara Circle, Henley Brook","Henley Brook",720,590000
"24 West Parade, Hazelmere","Hazelmere",440,260000
"24 Westport Parade, Darch","Darch",651,545000
"24 Whiston Crescent, Clarkson","Clarkson",571,317000
"24 White Gum Drive, Jane Brook","Jane Brook",547,470000
"24 Whiteman Crescent, Bertram","Bertram",627,373000
"24 Williams Road, Nedlands","Nedlands",456,911000
"24 Wilsmore Street, Daglish","Daglish",811,1350000
"24 Winderie Crescent, Ellenbrook","Ellenbrook",582,330000
"24 Wirraway Loop, Maylands","Maylands",411,901000
"24 Wood Street, Fremantle","Fremantle",340,715000
"24 Woodcroft Place, Mount Richon","Mount Richon",2125,660000
"24 Woodlands Street, Woodlands","Woodlands",696,1113000
"24 Woodroffe Place, Alexander Heights","Alexander Heights",513,466000
"24 Wyatt Road, Hocking","Hocking",599,530000
"24 Yorn Circuit, Beeliar","Beeliar",497,467500
"24 Zamia Street, Mount Claremont","Mount Claremont",406,1090000
"24 Zingarello Street, Pearsall","Pearsall",570,660000
"24/235 Ferndale Crescent, Ferndale","Ferndale",270,400000
"240 Glen Forrest Drive, Glen Forrest","Glen Forrest",1746,520000
"240 Loftus Street, North Perth","North Perth",387,645000
"240 Santa Barbara Parade, Jindalee","Jindalee",544,779000
"240 South Terrace, South Fremantle","South Fremantle",438,1497000
"240 Wright Road, Harrisdale","Harrisdale",425,467000
"241 Gaebler Road, Aubin Grove","Aubin Grove",612,550125
"241 Gloucester Street, Victoria Park","Victoria Park",336,620000
"241 Grandis Boulevard, Banksia Grove","Banksia Grove",225,350000
"242 High Road, Riverton","Riverton",828,728000
"242 Trappers Drive, Woodvale","Woodvale",721,490000
"242 Walcott Street, Menora","Menora",762,1065000
"242A Canning Highway, East Fremantle","East Fremantle",1299,610000
"243 Bennett Springs Drive, Bennett Springs","Bennett Springs",505,587000
"243 Epsom Avenue, Redcliffe","Redcliffe",1141,555000
"243 Kalamunda Road, Maida Vale","Maida Vale",1916,620000
"243 Lord Street, Lockridge","Lockridge",683,290000
"243 Station Street, East Cannington","East Cannington",670,420000
"243a Huntriss Road, Doubleview","Doubleview",293,650000
"243A Weaponess Road, Wembley Downs","Wembley Downs",530,925001
"244 Ravenscar Street, Doubleview","Doubleview",643,504000
"2440 Richardson Road, Parkerville","Parkerville",2016,479000
"244a Hancock Street, Doubleview","Doubleview",405,766000
"245 Bailup Road, Wooroloo","Wooroloo",2428,360000
"245 Flamborough Street, Doubleview","Doubleview",373,821000
"245 Helena Terrace, Sawyers Valley","Sawyers Valley",2168,400000
"245 Park Street, Brabham","Brabham",2016,842500
"245 Railway Road, Subiaco","Subiaco",461,1000000
"245 Swan Street, Yokine","Yokine",1214,1820000
"245A Ravenscar Street, Doubleview","Doubleview",323,815000
"245D St Kilda Road, Kewdale","Kewdale",2018,360000
"246 Bickley Road, Beckenham","Beckenham",684,430000
"246 Eighth Avenue, Inglewood","Inglewood",731,638000
"246 Gaebler Road, Aubin Grove","Aubin Grove",462,525000
"246 Kalamunda Road, Maida Vale","Maida Vale",1054,555000
"246 Loftus Street, North Perth","North Perth",387,722000
"246 Santa Barbara Parade, Jindalee","Jindalee",526,660000
"246 Wright Road, Harrisdale","Harrisdale",637,690000
"246E Rutland Avenue, Carlisle","Carlisle",338,350000
"247 Weaponess Road, Wembley Downs","Wembley Downs",358,740000
"247A Stock Road, Palmyra","Palmyra",463,575000
"247C Amelia Street, Westminster","Westminster",248,355000
"248 Walcott Street, Menora","Menora",706,905000
"24A Florian Place, Duncraig","Duncraig",120,380000
"24A Frawley Gardens, Murdoch","Murdoch",613,630000
"24a Gallagher Street, Eden Hill","Eden Hill",747,461000
"24A Hood Terrace, Sorrento","Sorrento",598,680000
"24A James Street, North Beach","North Beach",463,1920000
"24A Liriope Parkway, Sinagra","Sinagra",489,500000
"24A Mundford Street, North Beach","North Beach",315,820000
"24A Nicol Road, Parkwood","Parkwood",365,760000
"24A Sonego Avenue, Kelmscott","Kelmscott",793,415000
"24A Strickland Road, Ardross","Ardross",519,1550000
"24A Sunset Crescent, Kalamunda","Kalamunda",1007,510000
"24A Vermont Street, Nollamara","Nollamara",215,300000
"24A Waterside Crescent, Gwelup","Gwelup",253,549000
"24A West Parade, Hazelmere","Hazelmere",607,370000
"24A Williamson Road, Kardinya","Kardinya",432,681000
"24b Ginsburg Turn, Tapping","Tapping",281,345000
"24B Mather Road, Beaconsfield","Beaconsfield",941,460000
"24B Parsons Way, Innaloo","Innaloo",399,560000
"24B Reserve Street, Wembley","Wembley",563,1050000
"24B Strickland Road, Ardross","Ardross",520,1510000
"24B Wellaton Street, Midvale","Midvale",609,455000
"24B White Street, Osborne Park","Osborne Park",287,527000
"24J Mopsa Way, Coolbellup","Coolbellup",407,377000
"25 Addison Gardens, Merriwa","Merriwa",466,99990
"25 Adelong Circuit, Merriwa","Merriwa",456,355000
"25 Agnew Loop, Gwelup","Gwelup",539,802500
"25 Alexander Drive, Menora","Menora",910,925000
"25 Alice Street, Bellevue","Bellevue",680,150000
"25 Alma Street, Fremantle","Fremantle",548,630000
"25 Amherst Road, Woodbridge","Woodbridge",705,583000
"25 Anemone Way, Mullaloo","Mullaloo",703,515000
"25 Antrim Street, West Leederville","West Leederville",304,922500
"25 Ardrossan Loop, Kingsley","Kingsley",710,555000
"25 Arkwell Way, Marmion","Marmion",720,1300000
"25 Armadale Road, Rivervale","Rivervale",704,835000
"25 Ashby Terrace, Viveash","Viveash",809,390000
"25 Avila Way, Alexander Heights","Alexander Heights",691,370000
"25 Ballaruk Grove, High Wycombe","High Wycombe",624,321000
"25 Banderra Street, Wanneroo","Wanneroo",690,355000
"25 Banksia Road, Camillo","Camillo",683,310000
"25 Barang Circuit, Karawara","Karawara",534,535000
"25 Barbados Turn, Hillarys","Hillarys",500,1380000
"25 Barlee Way, Beechboro","Beechboro",731,390000
"25 Barquentine Avenue, Jindalee","Jindalee",560,575000
"25 Belhus Drive, Trigg","Trigg",575,2200000
"25 Belize Way, Mindarie","Mindarie",898,995000
"25 Bellevue Terrace, Swanbourne","Swanbourne",686,2000000
"25 Bengello Place, Burns Beach","Burns Beach",457,990000
"25 Benjafield Way, Hamersley","Hamersley",708,610000
"25 Berkshire Drive, Beldon","Beldon",711,430000
"25 Beroona Place, Jane Brook","Jane Brook",830,475000
"25 Berrington Trail, The Vines","The Vines",745,560000
"25 Birch Road, Aubin Grove","Aubin Grove",286,420000
"25 Birralee Loop, Innaloo","Innaloo",472,605000
"25 Bishop Road, Middle Swan","Middle Swan",505,260000
"25 Blacksmith Street, Queens Park","Queens Park",381,423000
"25 Blackwood Drive, Mount Nasura","Mount Nasura",1699,810000
"25 Boldwood Road, Banksia Grove","Banksia Grove",484,372000
"25 Bonannella Entrance, Sinagra","Sinagra",600,520000
"25 Bonnard Crescent, Ashby","Ashby",541,445000
"25 Bourke View, Jane Brook","Jane Brook",967,565000
"25 Boxgrove Loop, Ellenbrook","Ellenbrook",390,400000
"25 Bradbury Way, Samson","Samson",743,465000
"25 Brittain Avenue, Madeley","Madeley",601,610000
"25 Broadway, Bassendean","Bassendean",792,462000
"25 Brockwell Parkway, Landsdale","Landsdale",524,440000
"25 Broomhall Way, Noranda","Noranda",809,668000
"25 Bruce Street, Nedlands","Nedlands",804,1640000
"25 Burnsall Way, Darch","Darch",306,420000
"25 Burt Street, Mount Lawley","Mount Lawley",303,765000
"25 Caladenia Way, Koongamia","Koongamia",692,310000
"25 Calcite Place, Forrestfield","Forrestfield",610,442500
"25 Cantrell Circuit, Landsdale","Landsdale",710,605000
"25 Capri Leone Way, Sinagra","Sinagra",538,539500
"25 Capulet Street, Coolbellup","Coolbellup",801,510000
"25 Carberry Square, Clarkson","Clarkson",701,305000
"25 Carbine Loop, Banksia Grove","Banksia Grove",619,428000
"25 Carmick Way, Ferndale","Ferndale",688,410000
"25 Catesby Street, City Beach","City Beach",843,1712000
"25 Cervantes Place, Sorrento","Sorrento",826,1500000
"25 Chadwick Parade, Brookdale","Brookdale",774,290000
"25 Chandos Way, Greenwood","Greenwood",688,585000
"25 Chariot Turn, Harrisdale","Harrisdale",544,565000
"25 Charnley Bend, Success","Success",704,517000
"25 Chatham Way, Harrisdale","Harrisdale",416,480000
"25 Clarke Street, East Cannington","East Cannington",819,465000
"25 Clieveden Street, North Perth","North Perth",332,810000
"25 Cliff Street, Marmion","Marmion",440,1210000
"25 Coleman Road, Calista","Calista",1114,290000
"25 Colorado Parade, Aubin Grove","Aubin Grove",440,515000
"25 Colstoun Road, Ashfield","Ashfield",766,349000
"25 Constellation Drive, Ocean Reef","Ocean Reef",742,705000
"25 Coonawarra Drive, Caversham","Caversham",574,415000
"25 Corinda Way, Ridgewood","Ridgewood",705,375000
"25 Cornish Crescent, Manning","Manning",747,1251000
"25 Corriedale Place, Thornlie","Thornlie",690,455000
"25 Crocus Way, Ferndale","Ferndale",688,483000
"25 Cromer Road, Brentwood","Brentwood",729,725000
"25 Davenport Approach, Wandi","Wandi",375,495000
"25 David Street, Kensington","Kensington",587,995000
"25 Daviesia Turn, Success","Success",473,535000
"25 Daydream Way, Ridgewood","Ridgewood",540,352000
"25 Daylesford Elbow, Jane Brook","Jane Brook",768,527000
"25 Deane Street, Cottesloe","Cottesloe",500,2300000
"25 Dearden Road, Byford","Byford",603,429000
"25 Doney Street, Alfred Cove","Alfred Cove",431,1030000
"25 Dorothy Street, Ashfield","Ashfield",798,500000
"25 Driver Road, Darch","Darch",660,506000
"25 Dumbarton Crescent, Menora","Menora",767,2050000
"25 Dunrossil Street, Wembley Downs","Wembley Downs",863,950000
"25 Dutton Way, Singleton","Singleton",880,400000
"25 Eddystone Avenue, Craigie","Craigie",827,410000
"25 Eden Drive, Bullsbrook","Bullsbrook",616,340000
"25 Edmiston Way, Winthrop","Winthrop",703,912500
"25 Edulis Avenue, Aubin Grove","Aubin Grove",600,495000
"25 Elfreda Avenue, Sorrento","Sorrento",809,850000
"25 Elizabeth Street, Cottesloe","Cottesloe",434,1480000
"25 Elizabeth Street, East Cannington","East Cannington",502,536750
"25 Elmore Street, Mount Helena","Mount Helena",1867,520000
"25 Elstree Avenue, Menora","Menora",769,1210000
"25 Elvire Street, Viveash","Viveash",375,520000
"25 Emerald Way, Carine","Carine",700,986500
"25 Eolian Loop, Dayton","Dayton",362,475000
"25 Errinbee Street, Riverton","Riverton",838,630000
"25 Estuary Way, Heathridge","Heathridge",902,305000
"25 Eva Lynch Way, Port Kennedy","Port Kennedy",554,320000
"25 Evandale Road, Darch","Darch",602,525000
"25 Ewens Pass, Wandi","Wandi",358,520000
"25 FAIRMOUNT Boulevard, Brabham","Brabham",600,440000
"25 Fairywren Drive, Bennett Springs","Bennett Springs",544,450000
"25 Farmview Drive, Bellevue","Bellevue",696,360000
"25 Ficifolia Terrace, Jane Brook","Jane Brook",605,450000
"25 Field View, Bullsbrook","Bullsbrook",450,330000
"25 Finney Crescent, Marmion","Marmion",700,785000
"25 Foxfield Road, Darch","Darch",676,412500
"25 Frithville Road, Balcatta","Balcatta",846,730000
"25 Fullston Way, Beaconsfield","Beaconsfield",286,640000
"25 Gedling Close, Parkwood","Parkwood",541,560000
"25 Geordie Court, Coogee","Coogee",474,730500
"25 George Street, Belmont","Belmont",548,255600
"25 Geraldine Street, Bassendean","Bassendean",971,387500
"25 Gibson Street, Beaconsfield","Beaconsfield",634,630000
"25 Gill Street, Mosman Park","Mosman Park",515,1575000
"25 Gladys Road, Lesmurdie","Lesmurdie",1901,845000
"25 Glenlea Drive, Helena Valley","Helena Valley",2102,630000
"25 Glenmere Road, Warwick","Warwick",749,518000
"25 Second Avenue, Rossmoyne","Rossmoyne",809,1010000
"25 Goldsworthy Entrance, Alexander Heights","Alexander Heights",567,458000
"25 Goodwill Avenue, Atwell","Atwell",822,810000
"25 Graham Road, Menora","Menora",759,1250000
"25 Gray Road, Gooseberry Hill","Gooseberry Hill",2362,1000000
"25 Greenough Court, Jane Brook","Jane Brook",700,470000
"25 Greystone Terrace, Helena Valley","Helena Valley",500,590000
"25 Grover Way, Medina","Medina",728,230000
"25 Gwynne Corner, Jane Brook","Jane Brook",781,600000
"25 Haig Street, Ashfield","Ashfield",450,459000
"25 Hanlin Way, Samson","Samson",730,530000
"25 Harcourt Street, Inglewood","Inglewood",592,1100000
"25 Harmony Parade, Singleton","Singleton",754,410000
"25 Haslemere Drive, Mount Nasura","Mount Nasura",1000,399000
"25 Haslingfield Way, Butler","Butler",359,335000
"25 Herne Street, Herne Hill","Herne Hill",2028,605000
"25 Hilton Crescent, Maddington","Maddington",687,315000
"25 Hird Place, Palmyra","Palmyra",450,520000
"25 Hogarth Street, Cannington","Cannington",455,445000
"25 Hollett Road, Stoneville","Stoneville",2489,630000
"25 Hollins Bend, Madeley","Madeley",544,580000
"25 Holyrood Close, Orelia","Orelia",562,389000
"25 Hooley Road, Midvale","Midvale",543,245000
"25 Horner Way, Herne Hill","Herne Hill",807,420000
"25 Houston Avenue, Dianella","Dianella",382,765000
"25 Hurstford Close, Peppermint Grove","Peppermint Grove",700,1800000
"25 Impressions Way, Singleton","Singleton",556,370000
"25 Irvine Parade, Hammond Park","Hammond Park",488,515000
"25 James Gilmour Way, Darch","Darch",564,325000
"25 James Road, Kalamunda","Kalamunda",2169,515000
"25 James Spiers Drive, Wanneroo","Wanneroo",693,600000
"25 Johnson Street, Redcliffe","Redcliffe",501,563000
"25 Johnston Road, Parkerville","Parkerville",1930,449000
"25 Juliet Road, Coolbellup","Coolbellup",295,485000
"25 Justin Drive, Sorrento","Sorrento",810,600000
"25 Kadina Road, Gooseberry Hill","Gooseberry Hill",1017,597000
"25 Kenmure Avenue, Ashfield","Ashfield",473,505000
"25 Kent Street, Wilson","Wilson",343,437000
"25 Keppell Street, Willagee","Willagee",563,680000
"25 Kilcairn Place, Greenwood","Greenwood",693,490000
"25 Kilchurn Promenade, Darch","Darch",605,660000
"25 King David Boulevard, Madeley","Madeley",658,660000
"25 Kingfisher Place, Stirling","Stirling",807,740000
"25 Kingswood Street, Mount Helena","Mount Helena",1999,450000
"25 Kirkstall Way, Sawyers Valley","Sawyers Valley",1800,515000
"25 Kongal Heights, Leda","Leda",802,415000
"25 Koongee Cross, High Wycombe","High Wycombe",846,410000
"25 Kudos Circuit, Harrisdale","Harrisdale",492,548000
"25 Kurrajong Boulevard, Banksia Grove","Banksia Grove",543,300000
"25 Ladywell Crescent, Butler","Butler",225,285000
"25 LAGUNA RISE, Mullaloo","Mullaloo",707,1035000
"25 Lakeside Drive, Helena Valley","Helena Valley",1000,614000
"25 Lakewood Terrace, Clarkson","Clarkson",320,320000
"25 Leghorn Road, Orelia","Orelia",524,305000
"25 Leichhardt Crossing, Hammond Park","Hammond Park",531,500000
"25 Liberty Drive, Clarkson","Clarkson",510,403000
"25 Lindberg Boulevard, Ellenbrook","Ellenbrook",480,385000
"25 Linden Gardens, Floreat","Floreat",830,1150000
"25 Littlemore Way, Eden Hill","Eden Hill",702,527500
"25 Lobelia Drive, Darlington","Darlington",1471,590000
"25 Loch Street, Claremont","Claremont",449,825000
"25 Loggerhead Road, Alkimos","Alkimos",420,520000
"25 Longfield Road, Maddington","Maddington",809,217000
"25 Losino Boulevard, Henley Brook","Henley Brook",849,565000
"25 Louise Street, Nedlands","Nedlands",1055,2160000
"25 Lowan Loop, Karawara","Karawara",576,450000
"25 Lowannaa Road, Martin","Martin",1882,483000
"25 Ludgate Way, Gwelup","Gwelup",735,925000
"25 Lutz Court, Gosnells","Gosnells",500,350000
"25 Mader Road, Mundijong","Mundijong",1168,372000
"25 Majorca Elbow, Hocking","Hocking",626,610000
"25 Mallee Way, Gwelup","Gwelup",530,855000
"25 Manhattan Concourse, Hilbert","Hilbert",441,181000
"25 Manjiri Drive, Glen Forrest","Glen Forrest",1951,569000
"25 Marion Way, Gooseberry Hill","Gooseberry Hill",2336,1175000
"25 Masefield Avenue, North Lake","North Lake",706,665000
"25 Matta Way, Pearsall","Pearsall",602,485000
"25 Matthew Avenue, Leeming","Leeming",827,729000
"25 Mawson Crescent, Hillarys","Hillarys",733,787500
"25 Menli Place, Orelia","Orelia",728,280000
"25 Merlin Way, Wattle Grove","Wattle Grove",504,566000
"25 Mica Mews, Wattle Grove","Wattle Grove",555,470000
"25 Milano Loop, Seville Grove","Seville Grove",627,410000
"25 Millerick Way, Noranda","Noranda",700,496000
"25 Milverton Loop, Leda","Leda",670,365000
"25 Montreal Road, Woodbridge","Woodbridge",1214,775000
"25 Moonlight Cove, Brentwood","Brentwood",668,1060000
"25 MOPSA WAY, Coolbellup","Coolbellup",728,675000
"25 Morriett Street, Attadale","Attadale",820,1395000
"25 Morrison Road, Woodbridge","Woodbridge",1012,440000
"25 Needlewood Road, Churchlands","Churchlands",330,1370000
"25 Nelson Street, Inglewood","Inglewood",566,890000
"25 Nesbit Drive, Haynes","Haynes",480,230000
"25 Newell Loop, Gosnells","Gosnells",296,310000
"25 Newgain Crescent, Carramar","Carramar",709,653000
"25 Nicholl Street, Daglish","Daglish",304,749000
"25 Nooyan Close, South Guildford","South Guildford",477,360000
"25 Nunney Road, Orelia","Orelia",634,365000
"25 Oak Court, Forrestfield","Forrestfield",853,467000
"25 Oakover Way, Heathridge","Heathridge",811,150000
"25 Okehampton Road, Warnbro","Warnbro",809,260000
"25 Oliphant Street, Kenwick","Kenwick",547,355000
"25 OLLAVE Circuit, Aveley","Aveley",308,325000
"25 Opal Way, Mount Richon","Mount Richon",799,545000
"25 Orangedale Road, Lesmurdie","Lesmurdie",2021,678000
"25 Orchard Street, Upper Swan","Upper Swan",2023,400001
"25 Oxcliffe Road, Doubleview","Doubleview",766,1250000
"25 Pagnell Way, Swan View","Swan View",733,465000
"25 Parkland Drive, Yanchep","Yanchep",1308,740000
"25 Parkview Parade, Redcliffe","Redcliffe",453,550000
"25 Pausin Crescent, Bibra Lake","Bibra Lake",730,460000
"25 Peel Street, Jolimont","Jolimont",465,1245000
"25 Persian Grove, Karnup","Karnup",405,480000
"25 Pitchford Avenue, Maddington","Maddington",809,285000
"25 Planet Street, Carlisle","Carlisle",1052,485000
"25 Plantation Street, Menora","Menora",811,1465000
"25 Plumwood Avenue, Hammond Park","Hammond Park",571,518000
"25 Polglass Way, Ardross","Ardross",772,980000
"25 Porzana Boulevard, Tapping","Tapping",412,490000
"25 Possum Glade, Beeliar","Beeliar",564,420000
"25 Priest Road, Landsdale","Landsdale",736,540000
"25 Pruiti Crescent, Lesmurdie","Lesmurdie",2031,825000
"25 Quince Way, Coolbellup","Coolbellup",728,430000
"25 Ralphs Street, Seville Grove","Seville Grove",639,400000
"25 Renshaw Boulevard, Clarkson","Clarkson",474,270000
"25 Riley Road, Riverton","Riverton",795,642000
"25 Robertsbridge Road, Nollamara","Nollamara",294,290000
"25 Robertson Road, Gooseberry Hill","Gooseberry Hill",1906,775000
"25 Robin Street, Menora","Menora",1012,128000
"25 Robinia Rise, Helena Valley","Helena Valley",1027,580000
"25 Robinson Avenue, Quinns Rocks","Quinns Rocks",715,670000
"25 Roccella Loop, Ashby","Ashby",314,495000
"25 Romney Way, Parkwood","Parkwood",726,568000
"25 Sabina Park Drive, Madeley","Madeley",393,452000
"25 SACHEM BEND, Piara Waters","Piara Waters",430,515000
"25 Salisbury Street, St James","St James",582,490000
"25 San Teodoro Avenue, Sinagra","Sinagra",448,440000
"25 Santona Boulevard, Ellenbrook","Ellenbrook",796,440000
"25 Sapling Way, Hocking","Hocking",682,370000
"25 Sauvignon Avenue, The Vines","The Vines",1041,635000
"25 Scott Place, Hillarys","Hillarys",683,597500
"25 Scott Street, Koongamia","Koongamia",735,365000
"25 Sicklemore Street, Brentwood","Brentwood",388,855000
"25 Simla Place, Caversham","Caversham",529,415000
"25 Skipton Way, City Beach","City Beach",809,2150000
"25 Speedy Cheval Street, East Fremantle","East Fremantle",364,950000
"25 Spoonbill Place, Queens Park","Queens Park",421,399000
"25 Sprint Close, Middle Swan","Middle Swan",623,335000
"25 St Barnabas Boulevard, Quinns Rocks","Quinns Rocks",602,330000
"25 St Leonards Boulevard, Dayton","Dayton",496,530000
"25 St Louis Avenue, Hocking","Hocking",441,530000
"25 Standish Way, Woodvale","Woodvale",751,810000
"25 Stephen Street, Queens Park","Queens Park",809,420000
"25 Stevens Street, Daglish","Daglish",471,800000
"25 Strathclyde Circuit, Champion Lakes","Champion Lakes",580,215000
"25 Summerville Boulevard, Caversham","Caversham",513,490000
"25 Sunart Close, Hamersley","Hamersley",681,675000
"25 Tahoe Rise, Edgewater","Edgewater",857,570000
"25 The Anchorage, Maylands","Maylands",326,780000
"25 The Boardwalk, Ascot","Ascot",312,910000
"25 The Lakes Boulevard, Jandakot","Jandakot",273,609000
"25 Thomas Way, Kardinya","Kardinya",761,570000
"25 Tiber Avenue, Beechboro","Beechboro",700,452500
"25 Timberlane Crescent, Beechboro","Beechboro",632,383000
"25 Trevallyn Gardens, South Lake","South Lake",701,363000
"25 Trevor Court, Roleystone","Roleystone",1151,429500
"25 Unnaro Street, Hillman","Hillman",683,339000
"25 Versailles Turn, Landsdale","Landsdale",544,566500
"25 Vigilant Terrace, Ocean Reef","Ocean Reef",783,1450000
"25 Vinciullo Way, Sinagra","Sinagra",614,541000
"25 Wanliss Street, Jarrahdale","Jarrahdale",1058,330000
"25 Warburton Avenue, Padbury","Padbury",700,525000
"25 Warrener Gardens, Gwelup","Gwelup",695,1005000
"25 Waterway Crescent, Ascot","Ascot",624,1000000
"25 Wedgewood Drive, Edgewater","Edgewater",504,400000
"25 Weld Square, Morley","Morley",913,387000
"25 Wenstead Place, Stratton","Stratton",384,299000
"25 Werang Entrance, South Guildford","South Guildford",450,365000
"25 Westland Place, Waterford","Waterford",846,1420000
"25 Westport Parade, Darch","Darch",636,630000
"25 Westra Way, Ocean Reef","Ocean Reef",780,796000
"25 Wexcombe Way, Aveley","Aveley",612,509000
"25 Whitehorses Drive, Burns Beach","Burns Beach",662,1073000
"25 Whitlock Crescent, South Lake","South Lake",759,465000
"25 Whitlock Road, Queens Park","Queens Park",392,500000
"25 Widdicombe Street, Myaree","Myaree",731,900000
"25 Willcock Street, Ardross","Ardross",518,1300000
"25 Willis Street, East Victoria Park","East Victoria Park",430,720000
"25 Willow Tree Drive, Kewdale","Kewdale",440,592000
"25 Wilmot Bend, Madeley","Madeley",557,675500
"25 Wilsmore Street, Daglish","Daglish",809,1025000
"25 Windy Ridge Lane, Kalamunda","Kalamunda",2206,1150000
"25 Wisteria Way, Ferndale","Ferndale",688,463000
"25 Woodford Wells Way, Kingsley","Kingsley",680,592000
"25/1 Corkhill Street, North Fremantle","North Fremantle",295,2400000
"25/132 Clayton Street, Bellevue","Bellevue",205,312000
"25/61 Elvire Street, Viveash","Viveash",184,419000
"250 Bickley Road, Beckenham","Beckenham",703,485000
"250 Santa Barbara Parade, Jindalee","Jindalee",526,495000
"250 Tapper Road, Atwell","Atwell",615,543000
"251 Hamersley Road, Subiaco","Subiaco",491,1350000
"251 Park Street, Brabham","Brabham",2007,790000
"252 Hector Street, Tuart Hill","Tuart Hill",338,857000
"252 Wharf Street, Queens Park","Queens Park",690,412000
"252b Charles Street, North Perth","North Perth",160,600000
"252D Cape Street, Tuart Hill","Tuart Hill",1001,500000
"253 Johnson Road, Bertram","Bertram",615,350000
"253 Lawrence Street, Bedford","Bedford",275,460000
"253 Marmion Street, Palmyra","Palmyra",354,470000
"253 Winterfold Road, Coolbellup","Coolbellup",555,407500
"253A George Street, Queens Park","Queens Park",905,620000
"254 Salvado Road, Floreat","Floreat",561,1200000
"254 Wharf Street, Queens Park","Queens Park",690,340000
"254A Odin Drive, Stirling","Stirling",361,750000
"254A Salvado Road, Floreat","Floreat",420,1150000
