ADDRESS,BEDROOMS
"26 Peel Street, Jolimont",3
"26 Peet Crescent, Trigg",3
"26 Pegley Drive, Parkwood",3
"26 Pekin Pass, Southern River",4
"26 Peterborough Circle, North Lake",6
"26 Pexton Drive, South Guildford",3
"26 Pintabona Drive, Sinagra",4
"26 Pioneer Drive, Thornlie",4
"26 Plankton Place, Heathridge",3
"26 Plumosa Mews, Duncraig",4
"26 Porlock Way, Karrinyup",5
"26 Protea Way, Banksia Grove",3
"26 Provincial Mews, Bibra Lake",4
"26 Pulo Road, Brentwood",4
"26 Purkiss Street, Cannington",3
"26 Pursuit Close, Middle Swan",3
"26 Queenslea Drive, Claremont",4
"26 Radstock Circuit, Ridgewood",4
"26 Ramsdale Loop, Leeming",4
"26 Redcliffe Street, East Cannington",4
"26 Reddy Avenue, Mundaring",4
"26 Redunca Close, Helena Valley",4
"26 Reveley Court, Samson",4
"26 Rhine Crescent, Beechboro",5
"26 Ridgewood Boulevard, Ridgewood",4
"26 Ripple Way, Bateman",2
"26 Riverdale Road, Helena Valley",4
"26 Rochester Avenue, Beckenham",3
"26 Roger Street, Midland",3
"26 Rosebery Street, Jolimont",2
"26 Rossetti Court, North Lake",4
"26 Rothesay Heights, Mindarie",3
"26 Rothsay Crescent, Menora",4
"26 Rutland Avenue, Lathlain",3
"26 Salitage Link, Pearsall",3
"26 Sanderson Street, Embleton",4
"26 Sandringham Drive, Darch",3
"26 Sanguine Way, Atwell",3
"26 Sarus Rise, Gwelup",4
"26 Saunders Street, North Beach",4
"26 Seaham Way, Mindarie",5
"26 Second Avenue, Claremont",3
"26 Sedgeland Way, Ascot",4
"26 Sessilis Crescent, Wattle Grove",3
"26 Shakespeare Street, Leederville",4
"26 Shannon Street, Floreat",5
"26 Sheffield Road, Wattle Grove",4
"26 Shenandoah Mews, Currambine",5
"26 Sheoak Road, Maddington",4
"26 Sheppard Way, Marmion",4
"26 Shimmer Street, Wellard",3
"26 Shipwright Avenue, Wellard",4
"26 Shoalwater Parkway, Iluka",4
"26 Shropshire Crescent, Butler",4
"26 Silverline Bend, Bertram",4
"26 Singleton Beach Road, Singleton",4
"26 Skylark Retreat, Ballajura",4
"26 Slalom Drive, Wembley Downs",4
"26 Smyth Road, Shenton Park",4
"26 Solander Road, Hillarys",4
"26 Sophora Place, Woodvale",5
"26 Squires Gardens, Stratton",3
"26 St Helena Way, Iluka",4
"26 St Peters Road, East Fremantle",3
"26 St Thomas Loop, Iluka",4
"26 St Vincents Avenue, Wembley",4
"26 Stamford Crescent, Secret Harbour",3
"26 Standish Way, Woodvale",5
"26 Starlight Pass, Seville Grove",4
"26 Stirk Road, Alfred Cove",2
"26 Strathclyde Circuit, Champion Lakes",4
"26 Success Crescent, Salter Point",4
"26 Summerton Road, Calista",2
"26 Sutton Way, Darch",4
"26 Swan View Road, Greenmount",3
"26 Swanway Crescent, Swanbourne",4
"26 Tahlee Retreat, Carramar",4
"26 Tain Street, Applecross",3
"26 Talbot Drive, Kingsley",4
"26 Taranto Way, Ellenbrook",4
"26 Teaguer Street, Wilson",3
"26 Tees Court, Mindarie",4
"26 Teneriffe Place, Mirrabooka",4
"26 The Lakes Boulevard, Jandakot",4
"26 The Ramble, Booragoon",4
"26 Thomas Street, Queens Park",4
"26 Toledo Circuit, Port Kennedy",4
"26 Torquay Pass, Mindarie",4
"26 Trafford Street, Beaconsfield",2
"26 Tralee Way, Waterford",4
"26 Trevino Drive, Port Kennedy",4
"26 Troy Terrace, Daglish",4
"26 Turnbury Park Drive, Jandakot",4
"26 Tyler Street, Joondanna",3
"26 Unity Way, Atwell",3
"26 Valance Way, Gwelup",4
"26 Veronica Street, Riverton",5
"26 Victor Street, Hilton",3
"26 Victoria Street, Guildford",3
"26 Vinca Way, Forrestfield",3
"26 Vivaldi Avenue, Stirling",1
"26 Waroonga Road, Nedlands",6
"26 Watkins Street, Eden Hill",3
"26 Watson Road, Beeliar",4
"26 Webster Street, Nedlands",4
"26 Weeks Way, Bull Creek",4
"26 Welara Circle, Henley Brook",4
"26 Weldwood Road, Ocean Reef",4
"26 Wentletrap Way, Mullaloo",4
"26 West End Parade, Canning Vale",4
"26 Whiteside Street, Cloverdale",5
"26 Whitfeld Terrace, Winthrop",5
"26 Wicks Street, Eden Hill",3
"26 Wilkins Street, Bellevue",3
"26 Williton Road, Karrinyup",4
"26 Winfield Street, Lynwood",3
"26 Winship Avenue, Wanneroo",3
"26 Winterton Way, Girrawheen",3
"26 Winthrop Drive, Winthrop",4
"26 Wishart Loop, Wanneroo",4
"26 Woodlake Boulevard, Ellenbrook",5
"26 Woodside Loop, Beckenham",4
"26 Zeus Avenue, Madeley",4
"26/22 Heirisson Way, North Coogee",1
"260 Traylen Road, Stoneville",5
"261 Cedric Street, Balcatta",4
"261 Station Street, East Cannington",4
"2610 Richardson Road, Parkerville",3
"261A St Kilda Road, Kewdale",3
"261B Salvado Road, Floreat",3
"262 Herbert Street, Doubleview",4
"262 York Street, Subiaco",2
"264 Adelaide Street, High Wycombe",3
"265 Alfred Street, Mount Helena",4
"265 Ewen Street, Woodlands",3
"265 Jacoby Street, Mahogany Creek",3
"265 Santa Barbara Parade, Jindalee",4
"265A Vincent Street, Leederville",3
"266 Benara Road, Beechboro",3
"266 Fisher Street, Cloverdale",3
"266 Main Street, Osborne Park",3
"266 Soldiers Road, Cardup",2
"266 Tapper Road, Atwell",4
"267 Huntriss Road, Doubleview",3
"268 Cardup Siding Road, Byford",4
"268 Fulham Street, Cloverdale",5
"268 Grandis Boulevard, Banksia Grove",3
"268 Marmion Street, Palmyra",3
"268 Morley Drive, Eden Hill",3
"268 Padbury Avenue, Herne Hill",4
"269 Benara Road, Beechboro",3
"26A Anaconda Place, Sorrento",3
"26A Beach Road, Watermans Bay",3
"26A Bickley Crescent, Manning",3
"26A Bishopsgate Street, Lathlain",4
"26A Casserley Avenue, Girrawheen",3
"26A Ewart Street, Midvale",5
"26A Ginsburg Turn, Tapping",3
"26A Grange Street, Claremont",4
"26A Henley Road, Ardross",4
"26A Joseph Street, West Leederville",3
"26a KATHLEEN STREET, Trigg",4
"26A King George Street, Innaloo",3
"26A Mars Street, Carlisle",3
"26A Mary Street, Watermans Bay",4
"26A Natasha Way, Camillo",3
"26a Selhurst Way, Balga",3
"26a Storrington Crescent, Westminster",3
"26A Victoria Street, Guildford",3
"26B Adamson Road, Brentwood",4
"26B Barwon Heads Terrace, Connolly",3
"26B Bates Road, Innaloo",4
"26B Browder Drive, Seville Grove",3
"26b Corrigan Way, Greenwood",3
"26b Croxton Place, North Beach",3
"26B Grafham Road, Brookdale",3
"26B Illawong Way, Kingsley",3
"26B Jon Sanders Drive, Glendalough",3
"26b Kemp Road, Mount Pleasant",4
"26B Littlemore Road, Orelia",2
"26B Margaret Street, Watermans Bay",3
"26B Marian Avenue, Armadale",3
"26B Maroog Way, Nollamara",4
"26B Mitchell Street, Ardross",3
"26B Riverlinks Drive, Clarkson",3
"26C Fleetwood Road, Lynwood",3
"26C Greville Way, Girrawheen",3
"26C Victoria Way, Osborne Park",3
"26D Connell Way, Girrawheen",3
"26D Grant Street, Woodlands",3
"26H Mopsa Way, Coolbellup",3
"26R Leake Street, Peppermint Grove",3
"27 Abdale Street, Gwelup",3
"27 Adriatic Way, Currambine",4
"27 Airlie Chase, Clarkson",3
"27 Albatross Loop, Bennett Springs",4
"27 Aldenham Drive, Southern River",4
"27 Allamanda Gate, Helena Valley",3
"27 Amethyst Place, Maida Vale",4
"27 Amity Circuit, Shoalwater",4
"27 Andrews Way, Herne Hill",3
"27 Antonio Street, Coolbellup",3
"27 Appian Way, Hamersley",3
"27 Apus Loop, Waterford",1
"27 Arbon Way, Lockridge",3
"27 Arundel Street, Kensington",4
"27 Ashbrook Avenue, Pearsall",3
"27 Ashby Terrace, Viveash",3
"27 Asheville Parade, Landsdale",6
"27 Astroloma Place, Koongamia",4
"27 Atanasoff Road, Tapping",4
"27 Atkinson Road, Medina",3
"27 Augustus Way, Marangaroo",4
"27 Avila Way, Alexander Heights",3
"27 Avon Crescent, Atwell",4
"27 Axford Road, Alexander Heights",4
"27 Balaka Way, Queens Park",3
"27 Balcombe Street, Westminster",3
"27 Bamlett Street, Mount Nasura",3
"27 Barang Circuit, Karawara",3
"27 Barridale Drive, Kingsley",4
"27 Barrington Avenue, Champion Lakes",3
"27 Barwon Street, Lesmurdie",4
"27 Baxter Way, Padbury",3
"27 Bay Meadow Heights, Connolly",4
"27 Beckley Circle, Leeming",5
"27 Bedford Street, Bentley",4
"27 Beedelup Loop, Bibra Lake",4
"27 Bight Reefs Road, Singleton",5
"27 Bilkurra Way, Mount Nasura",4
"27 Birkett Avenue, Beeliar",4
"27 Bishop Road, Middle Swan",4
"27 Blackburn Street, Bellevue",3
"27 Bluestone Parkway, Secret Harbour",5
"27 Bolton Way, Darch",4
"27 Bonnard Crescent, Ashby",4
"27 Bradbury Way, Samson",5
"27 Bradshaw Crescent, Ellenbrook",3
"27 Bramshott Approach, Butler",4
"27 Brantwood Approach, Hocking",4
"27 Brendon Way, Karrinyup",4
"27 Brockman Avenue, Bull Creek",4
"27 Brooking Street, South Guildford",4
"27 Broun Avenue, Embleton",5
"27 Buckingham Road, Kelmscott",3
"27 Bundaleer Avenue, Ellenbrook",3
"27 Burdett Retreat, Murdoch",4
"27 Burke Street, Mount Helena",4
"27 Burt Street, Quinns Rocks",4
"27 Butcher Street, Mundijong",2
"27 Callaghan Way, Noranda",4
"27 Callosa Crescent, Alkimos",4
"27 Camelot Grove, Carramar",4
"27 Campbell Way, Parkerville",4
"27 Carawatha Avenue, Mount Nasura",3
"27 Carawatha Road, Parkerville",4
"27 Carmichael Street, Beckenham",4
"27 Central Avenue, Beaconsfield",4
"27 Central Road, Rossmoyne",4
"27 Chadwick Parade, Brookdale",3
"27 Chiltern Avenue, Brookdale",4
"27 Chipperton Road, Bertram",4
"27 Chrysostom Street, North Beach",4
"27 Churchlands Avenue, Churchlands",3
"27 Citrus Loop, South Lake",3
"27 Clearwater Way, Singleton",4
"27 Clement Street, Swanbourne",3
"27 Cloister Avenue, Manning",4
"27 Clyde Road, Menora",3
"27 Cockman Way, Orelia",3
"27 Cockram Street, Mundijong",3
"27 Coffey Road, Belmont",3
"27 Columbus Loop, Success",5
"27 Conochie Crescent, Manning",3
"27 Constellation Drive, Ocean Reef",4
"27 Coolgardie Street, Subiaco",3
"27 Corella Street, Lesmurdie",4
"27 Corsican Way, Canning Vale",3
"27 Cortis Way, Langford",3
"27 Craven Street, Bedford",4
"27 Crested Turn, Harrisdale",4
"27 Crocker Way, Innaloo",4
"27 Curtis Way, Girrawheen",3
"27 Cyandra Loop, Banksia Grove",4
"27 Cygnus Parade, Waterford",2
"27 Dargin Street, Mount Helena",4
"27 Darian Drive, Willetton",4
"27 Darile Street, Hillman",3
"27 De Grey Retreat, Jane Brook",4
"27 Denver Avenue, Madeley",3
"27 Donald Drive, Safety Bay",5
"27 Donna Street, Morley",3
"27 Dorothy Street, Ashfield",5
"27 Drummonds Approach, Secret Harbour",4
"27 Duncan Street, Victoria Park",3
"27 Durance Drive, Port Kennedy",4
"27 Ecko Road, Mount Nasura",3
"27 Eddington Road, Warwick",3
"27 Edgecombe Pass, Aveley",4
"27 Edgeworth Circuit, Tapping",5
"27 Edinburgh Road, Seville Grove",3
"27 Ednah Street, Como",4
"27 Edward Street, Nedlands",3
"27 Eldorado Street, Osborne Park",4
"27 Elfreda Avenue, Sorrento",4
"27 Emperor Avenue, Beldon",4
"27 Erlistoun Street, Golden Bay",3
"27 Eucla Mews, Stratton",4
"27 Faulkner Way, Eden Hill",3
"27 Fendam Street, Waikiki",4
"27 Ferrar Street, Menora",5
"27 Ferryside Road, Butler",4
"27 Fimiston Place, Balcatta",4
"27 Fitzroy Road, Rivervale",3
"27 Flametree Place, Beechboro",4
"27 Fleet Circle, High Wycombe",3
"27 Frawley Gardens, Murdoch",5
"27 Frederic Street, Koongamia",3
"27 Gage Street, Two Rocks",3
"27 Gairloch Street, Applecross",3
"27 Gamage Way, Lockridge",3
"27 Gateshead Loop, Mindarie",4
"27 Gawler Way, Calista",3
"27 Georgina Street, Hilbert",4
"27 Gerard Street, East Cannington",3
"27 Giles Street, North Beach",2
"27 Gillings Parade, Wattle Grove",4
"27 Glenmere Road, Warwick",4
"27 Glenmoy Avenue, Willetton",3
"27 Grampians Heights, Mirrabooka",3
"27 Great Eastern Highway, Bellevue",3
"27 Greenough Court, Jane Brook",4
"27 Grimrey Road, Lockridge",4
"27 Haig Street, Ashfield",3
"27 Hampshire Drive, Quinns Rocks",4
"27 Hanlin Way, Samson",3
"27 Harbour Town Heights, Connolly",4
"27 Harford Grove, Yanchep",4
"27 Harmony Parade, Singleton",4
"27 Harrison Road, Mount Richon",3
"27 Haslemere Drive, Mount Nasura",5
"27 Hayward Parade, Coogee",4
"27 Heirisson Way, North Coogee",4
"27 Heylmore Road, Medina",4
"27 Hird Place, Palmyra",4
"27 Hodge Street, Willagee",3
"27 Holmesfield Crescent, Carine",5
"27 Honeydew Bend, Byford",4
"27 Hovea Crescent, City Beach",4
"27 Iandra Loop, Willetton",4
"27 Jacqueline Street, Ashfield",4
"27 Jade Street, Mount Richon",5
"27 Javon Loop, Alexander Heights",3
"27 Jinda Road, Koongamia",1
"27 Jules Court, Willagee",4
"27 Jupiter Bend, Rockingham",4
"27 Kadina Road, Gooseberry Hill",4
"27 Kanji Loop, Atwell",4
"27 Keatley Crescent, Woodvale",4
"27 Kidbroke Place, Kelmscott",3
"27 Kilmarnock Loop, Kinross",4
"27 Kingsway, Madeley",4
"27 Kitchener Street, North Beach",2
"27 Koolgoo Way, Koongamia",4
"27 Kootingal Bend, Baldivis",4
"27 Kooya Way, Wattle Grove",3
"27 Kumarina Drive, Secret Harbour",4
"27 La Grange Loop, Currambine",3
"27 Lakewood Avenue, Ascot",3
"27 Lalor Road, Kenwick",4
"27 Lanark Street, Coolbinia",3
"27 Langham Street, Nedlands",4
"27 Lannam Road, Hilbert",3
"27 Lansdowne Street, Jolimont",4
"27 L'aquila Circle, Beeliar",4
"27 Latteri Turn, Aubin Grove",3
"27 Leake Street, Ascot",1
"27 Lexington Avenue, Canning Vale",4
"27 Lexington Heights, Currambine",4
"27 Lindsay Way, Padbury",4
"27 Lindy Way, Camillo",4
"27 Lisle Street, Mount Claremont",2
"27 Little River Cove, Jane Brook",3
"27 Losino Boulevard, Henley Brook",4
"27 Lowan Loop, Karawara",4
"27 Ludgate Way, Gwelup",4
"27 MacRae Road, Applecross",3
"27 Majorca Elbow, Hocking",4
"27 Maley Street, Ashfield",3
"27 Mallorca Avenue, Hillarys",4
"27 Manhattan Concourse, Hilbert",4
"27 Marathon Loop, Madeley",4
"27 Maritana Road, Kallaroo",4
"27 Marmot Way, Ferndale",4
"27 Marradong Street, Coolbinia",3
"27 Masefield Avenue, North Lake",4
"27 Maxwell Street, Beaconsfield",5
"27 McCombe Avenue, Samson",4
"27 Mcintyre Pass, Two Rocks",4
"27 McKenzie Road, Samson",4
"27 Mcleod Street, Lockridge",4
"27 Meadow Place, Quinns Rocks",3
"27 Meadowbank Gardens, Hillarys",4
"27 Melaleuca Drive, Greenwood",4
"27 Miami Beach Promenade, Iluka",4
"27 Midgley Street, Lathlain",3
"27 Midsummer Avenue, Jindalee",4
"27 Milson Street, South Perth",3
"27 Mimosa Avenue, Mount Claremont",4
"27 Mockeridge Circuit, Middle Swan",3
"27 Modena Place, Balga",3
"27 Moorhead Way, Koondoola",3
"27 Morphett Crescent, Bateman",5
"27 Mullewa Crescent, Coolbinia",4
"27 Myrna Way, Parkwood",4
"27 Nairn Road, Bickley",4
"27 Navajo Way, Eglinton",3
"27 Nesbit Drive, Haynes",4
"27 Newton Street, Mount Helena",4
"27 Norvills Retreat, Kiara",4
"27 Oak Court, Forrestfield",4
"27 Oakfield Retreat, Ballajura",4
"27 Olding Way, Melville",4
"27 Onyx Road, Mount Richon",3
"27 Opperman Place, Middle Swan",4
"27 O'reilly Court, Jane Brook",3
"27 Orion Street, Rockingham",3
"27 Orleans Drive, Port Kennedy",4
"27 Orrel Avenue, Floreat",5
"27 Overdene Pass, Banksia Grove",4
"27 Parkway, Crawley",3
"27 Patterson Drive, Middle Swan",3
"27 Peachey Avenue, Kewdale",5
"27 Pedder Way, Parmelia",2
"27 Peirse Way, Marmion",4
"27 Pennington Way, Brabham",3
"27 Pilbara Crescent, Jane Brook",4
"27 Pioneer Drive, Edgewater",4
"27 Pollen Turn, Banksia Grove",4
"27 Purley Crescent, Lynwood",4
"27 Quarram Crescent, Burns Beach",4
"27 Raeburn Crescent, Landsdale",4
"27 Raeburn Road, Roleystone",4
"27 Raeside Drive, Landsdale",4
"27 Railway Crescent, Herne Hill",3
"27 Ranfurly Approach, Ellenbrook",3
"27 RAWLINNA HEIGHTS, Ballajura",4
"27 Redgate Court, Kiara",4
"27 Reeve Street, Swanbourne",3
"27 Remembrance Drive, Baldivis",5
"27 Rendell Way, Koondoola",4
"27 Rhodes Crescent, Calista",3
"27 Rintoul Loop, Booragoon",5
"27 Riseley Street, Ardross",4
"27 Rochford Way, Girrawheen",3
"27 Rockett Way, Bull Creek",4
"27 Romney Way, Parkwood",4
"27 Roscoe Turn, Rockingham",4
"27 Rosewood Lane, Thornlie",4
"27 Rossmoyne Drive, Rossmoyne",3
"27 Roundhouse Parade, Jindalee",4
"27 Russell Road, Maida Vale",4
"27 Salmond Turn, Wanneroo",4
"27 Santa Barbara Parade, Quinns Rocks",3
"27 Scarpview Place, East Cannington",3
"27 Seagate Street, Safety Bay",3
"27 Sewell Street, East Fremantle",2
"27 Sicklemore Road, Parmelia",4
"27 Silvereye Close, East Cannington",4
"27 Silverton Avenue, Butler",4
"27 Spoonbill Place, Queens Park",4
"27 Springdale Boulevard, Secret Harbour",3
"27 Springvale Drive, Warwick",4
"27 St Andrews Drive, Yanchep",4
"27 St Leonards Boulevard, Dayton",4
"27 Stanley Street, Mount Lawley",3
"27 Steward Way, Orelia",4
"27 Strathclyde Circuit, Champion Lakes",3
"27 Sullivan Road, Duncraig",3
"27 Susetta Approach, Success",4
"27 Swiftlet Way, Gwelup",4
"27 Talbot Drive, Kingsley",4
"27 Tambora Bend, Madeley",3
"27 Tangadee Road, Golden Bay",3
"27 Tapioca Drive, Aveley",3
"27 Tewson Road, Camillo",4
"27 The Embankment, South Guildford",5
"27 The Lakes Boulevard, Jandakot",3
"27 The Oval, Madeley",4
"27 Thornbill Meander, Joondalup",3
"27 Thorpe Street, Rockingham",3
"27 Ticklie Road, Seville Grove",4
"27 Tobin Street, Mount Helena",5
"27 Tolladine Vista, The Vines",4
"27 Torquata Boulevard, Helena Valley",4
"27 Towncentre Drive, Thornlie",3
"27 Tredale Avenue, Mount Richon",3
"27 Tremont Place, Craigie",4
"27 Tucker Street, Medina",3
"27 Tullow Gardens, Darch",4
"27 Tuomey Follow, Baldivis",4
"27 Tuscan Way, Karnup",4
"27 Unwin Crescent, Salter Point",4
"27 Valance Way, Gwelup",4
"27 Vincent Road, Sinagra",4
"27 Vitesse Approach, Shoalwater",3
"27 Vivaldi Avenue, Stirling",4
"27 Viveash Road, Middle Swan",4
"27 Waldorf Ramble, Currambine",4
"27 Waterhouse Meander, Burns Beach",5
"27 Waterlily Drive, Stratton",4
"27 Watervista Place, Maylands",4
"27 Weld Road, Swan View",5
"27 Wellard Road, Calista",3
"27 Westerway Terrace, North Lake",4
"27 Weymouth Boulevard, Quinns Rocks",4
"27 Whistler Green, Brookdale",4
"27 Whitchurch Road, Redcliffe",4
"27 Williams Road, Melville",3
"27 Williamson Street, Bayswater",4
"27 Williamson Way, Trigg",3
"27 Willshire Way, Yangebup",4
"27 Wilson Street, Wooroloo",4
"27 Wishaw Loop, Kinross",4
"27 Woodlake Boulevard, Ellenbrook",4
"27 Woodlands Street, Woodlands",3
"27 Worthington Road, Brabham",3
"27 Zaffre Street, Eglinton",4
"27 Zingarello Street, Pearsall",3
"27/11 Elvire Street, Viveash",3
"270 Glen Forrest Drive, Glen Forrest",4
"270 St Kilda Road, Kewdale",3
"270 Wentworth Parade, Success",4
"271 Johnson Road, Bertram",4
"271 Nicholson Road, Shenton Park",4
"271 Ocean Drive, Quinns Rocks",4
"271 Station Street, East Cannington",4
"271 Tapper Road, Atwell",4
"271C The Strand, Dianella",3
"272 Canning Road, Lesmurdie",4
"272 Fulham Street, Cloverdale",3
"272 Soldiers Road, Cardup",4
"272 South Street, White Gum Valley",5
"272 Streich Avenue, Armadale",3
"272B High Road, Riverton",3
"273 Canning Road, Walliston",4
"274 Preston Point Road, Bicton",4
"2740 Brooking Road, Parkerville",3
"275 Lesmurdie Road, Lesmurdie",3
"275 Viveash Road, Swan View",3
"276 Eddystone Avenue, Heathridge",4
"276 Gossage Road, Oldbury",3
"276 Odin Drive, Stirling",4
"277 Johnson Road, Bertram",4
"277b Camborne Parkway, Butler",2
"278 Morley Drive, Eden Hill",3
"278 Southern River Road, Southern River",4
"279 High Street, Fremantle",3
"279B Marmion Street, Cottesloe",2
"27A Alfred Road, Mount Claremont",4
"27A Beagle Street, Mosman Park",3
"27A Bunderra Close, Karawara",2
"27A Cervantes Loop, Yangebup",3
"27A Daly Street, South Fremantle",4
"27A Devon Road, Swanbourne",3
"27A Dixon Avenue, Kewdale",4
"27A Ferguson Street, Middle Swan",3
"27A Guildford Road, Ashfield",3
"27A Hartung Street, Mundaring",3
"27A Huntriss Road, Karrinyup",3
"27A Mary Street, Watermans Bay",3
"27A Massey Street, Rossmoyne",2
"27A Melbourne Way, Morley",3
"27A Modillion Avenue, Shelley",3
"27A Morgan Road, Redcliffe",4
"27a North Beach Road, North Beach",3
"27a Paget Street, Hilton",3
"27A Purdom Road, Wembley Downs",3
"27A Regent Avenue, Mount Pleasant",3
"27A Second Avenue, Rossmoyne",3
"27A THURSLEY WAY, Morley",4
"27B Balmoral Road, Gooseberry Hill",2
"27b Esplanade, Rockingham",3
"27B Glencairn Way, Parkwood",3
"27B Guildford Road, Ashfield",3
"27B Jillian Street, Riverton",4
"27B Masthead Street, Waikiki",3
"27B McCoy Street, Melville",5
"27B Shaw Road, Innaloo",4
"27B Susan Road, Madeley",3
"27B Woodley Crescent, Melville",2
"27C Knutsford Street, North Perth",3
"27C Quadea Road, Nollamara",3
"27D Robin Hood Avenue, Armadale",3
"27D Wiltshire Avenue, Thornlie",3
"28 Achiever Avenue, Port Kennedy",4
"28 Addlewell Glen, Kiara",4
"28 Ainslie Road, North Fremantle",4
"28 Aitken Drive, Winthrop",4
"28 Albatross Loop, Bennett Springs",4
"28 Aldinga Street, Kenwick",4
"28 All Saints Way, Churchlands",4
"28 Almadine Drive, Carine",4
"28 Amanda Drive, Camillo",3
"28 ANSTIE WAY, Bull Creek",3
"28 Arbon Way, Lockridge",3
"28 Arcadia Drive, Shoalwater",3
"28 Ardross Crescent, Coolbinia",3
"28 Arreton Way, Hocking",4
"28 Arthur Street, Shenton Park",4
"28 Aspendale Place, Hillarys",4
"28 Athlone Road, Floreat",4
"28 Atkins Parade, Hammond Park",4
"28 Atlantic Avenue, Iluka",4
"28 Atlantic Bend, Bassendean",4
"28 Avon Crescent, Viveash",4
"28 Baal Street, Palmyra",3
"28 Bailey Street, Trigg",3
"28 Balladong Loop, Carramar",4
"28 Balsam Mews, Aveley",4
"28 Banrock Drive, The Vines",4
"28 Barbados Turn, Hillarys",5
"28 Barrington Avenue, Champion Lakes",3
"28 Barron Way, Orelia",3
"28 Bathgate Loop, Koondoola",4
"28 Bayport Circuit, Mindarie",3
"28 Beauchamp Loop, Wellard",3
"28 Bedelia Way, Hamersley",3
"28 Bedford Road, Ardross",3
"28 Bellanger Drive, Beldon",3
"28 Bent Street, Cannington",3
"28 Bent Street, City Beach",5
"28 Bentley Street, Singleton",4
"28 Berkshire Drive, Beldon",3
"28 Bingarra Crescent, Tapping",4
"28 Blackthorn Road, Eden Hill",3
"28 Blueridge Crest, Bibra Lake",4
"28 Bopeechee Way, Port Kennedy",4
"28 Bowman Street, Bullsbrook",4
"28 Brady Road, Lesmurdie",3
"28 Bromley Street, Embleton",4
"28 Bronzewing Loop, Wembley",4
"28 Broun Avenue, Embleton",3
"28 Brumby Avenue, Henley Brook",4
"28 Brushbox Way, Huntingdale",4
"28 Burke Drive, Attadale",4
"28 Burkett Terrace, Bertram",4
"28 Burnside Street, Bayswater",4
"28 Buxton Street, Mount Hawthorn",6
"28 Cabernet Loop, Pearsall",4
"28 Calautti Court, Gwelup",4
"28 Callander Avenue, Kinross",4
"28 Calneggia Drive, Byford",4
"28 Calume Street, Hillman",4
"28 Calytrix Crescent, Success",4
"28 Camballin Loop, Bertram",4
"28 Cambey Way, Brentwood",4
"28 Cameron Street, Langford",3
"28 Carberry Square, Clarkson",3
"28 Cardiff Loop, Huntingdale",4
"28 Carmine Street, Eglinton",4
"28 Carpentaria Drive, Port Kennedy",3
"28 Carradale Glen, Hillarys",4
"28 Cashel Way, Waterford",3
"28 Cavendish Street, Highgate",4
"28 Celestine Street, Wanneroo",4
"28 Cerulean Road, Karnup",4
"28 Chatham Way, Harrisdale",4
"28 Chatsworth Drive, Hocking",4
"28 Chatsworth Terrace, Claremont",3
"28 Churchlands Avenue, Churchlands",4
"28 Cincotta Loop, Beeliar",4
"28 Clarafield Meander, Tapping",4
"28 CLIPPER DRIVE, Ballajura",4
"28 COBINE WAY, Greenwood",4
"28 Coldwells Street, Bicton",3
"28 Colstoun Road, Ashfield",3
"28 Colville Street, Waikiki",3
"28 Conigrave Road, Yangebup",4
"28 Constantine Way, Marangaroo",3
"28 Cosmia Grove, Jindalee",3
"28 Craignish Loop, Kinross",4
"28 Cromford Way, Carine",4
"28 Curtin Road, Marangaroo",4
"28 Cyane Way, Currambine",4
"28 Davies Road, Dalkeith",4
"28 Dew Street, Forrestdale",3
"28 Dixon Avenue, Kewdale",3
"28 Doney Street, Alfred Cove",4
"28 Driffield Street, Hamersley",3
"28 Drummonds Approach, Secret Harbour",4
"28 Duckbill Loop, Southern River",4
"28 Dulverton Close, Stratton",3
"28 Dundaff Turn, Kinross",4
"28 Dundas Road, Inglewood",2
"28 Eastleigh Loop, Currambine",4
"28 Ecko Road, Mount Nasura",2
"28 Edgeworth Circuit, Tapping",4
"28 Edgington Crescent, Koondoola",3
"28 Edmiston Way, Winthrop",5
"28 Everglades Parade, Landsdale",5
"28 Fairburn Crescent, Baldivis",4
"28 Fairlead Link, South Guildford",4
"28 Fawcett Way, Warwick",4
"28 Figtree Drive, Canning Vale",4
"28 Fitzpatrick Way, Noranda",4
"28 Fleet Circle, High Wycombe",4
"28 Forrest Grove, Two Rocks",3
"28 Fourth Avenue, Bassendean",3
"28 Fourth Avenue, Kensington",3
"28 Froudist Circle, Southern River",4
"28 Furness Way, Koondoola",3
"28 Gabell Way, Koondoola",3
"28 Garran Loop, Henley Brook",4
"28 Gibson Street, Langford",4
"28 Gill Street, Mosman Park",4
"28 Glen Iris Drive, Jandakot",5
"28 Glen Ross Chase, Jane Brook",4
"28 Glick Road, Coolbinia",3
"28 Golden Ash Gardens, Helena Valley",4
"28 Grand Ocean Boulevard, Port Kennedy",4
"28 Great Northern Highway, Middle Swan",2
"28 Greenough Court, Jane Brook",4
"28 Grey Street, Cannington",4
"28 Haig Street, Ashfield",4
"28 Hardey Road, Glen Forrest",4
"28 Harper Street, Woodbridge",2
"28 Harrington Waters Drive, Waikiki",3
"28 Hartley Street, Coolbellup",3
"28 Hartwell Street, Coolbinia",3
"28 Hassars Road, Secret Harbour",3
"28 Hemingway Drive, Camillo",4
"28 Hennessy Drive, Ashby",4
"28 Hilda Street, Shenton Park",4
"28 Hodges Street, Middle Swan",3
"28 Hogarth Way, Bateman",3
