ADDRESS,LAND_AREA
"4 Aureate Way, Eglinton",375
"4 Ayres Court, Parkwood",680
"4 Azalea Gardens, Forrestfield",611
"4 Bafile Lane, Beeliar",560
"4 Bagley Road, Warwick",700
"4 Bailey Way, Bertram",758
"4 Ballidu Court, Dianella",745
"4 Ballybunion Crescent, Connolly",926
"4 Baloo Place, Koongamia",829
"4 Balsam Mews, Aveley",592
"4 Bandicoot Place, Brookdale",703
"4 Baningan Avenue, Success",680
"4 Banjine Road, Koongamia",647
"4 Bannear Lane, Shenton Park",498
"4 Bantry Court, Kallaroo",917
"4 Banyandah Boulevard, Wanneroo",973
"4 Barham Mews, Currambine",668
"4 Barker Road, South Guildford",510
"4 Barrallier Way, Padbury",770
"4 Basico Avenue, Sinagra",612
"4 Bates Loop, Lockridge",280
"4 Bathgate Loop, Koondoola",570
"4 Baystone Road, Baldivis",576
"4 Beckington Way, Karrinyup",713
"4 Bedwell Crescent, Booragoon",728
"4 Beenan Elbow, South Guildford",451
"4 Belii Lane, Jindalee",400
"4 Bellevue Avenue, Dalkeith",913
"4 Bellevue Terrace, Swanbourne",480
"4 BELLIER PLACE, Hamilton Hill",316
"4 Belmont Street, South Fremantle",287
"4 Beltana Street, Harrisdale",305
"4 Berkshire Approach, Piara Waters",673
"4 Bertie Street, Guildford",364
"4 Bertram Street, Darlington",2082
"4 Bilby Place, Jane Brook",589
"4 Bilkurra Way, Mount Nasura",457
"4 Binar Court, South Guildford",715
"4 Bingfield Road, Medina",728
"4 Birch Place, Stoneville",1858
"4 Blackwood Rise, Ellenbrook",805
"4 Blay Road, Calista",753
"4 Blossom Chase, Aubin Grove",473
"4 Blue Wren Close, Serpentine",2000
"4 Bluff Way, Mindarie",512
"4 Bolaro Place, Hillman",702
"4 Bomaria Close, South Lake",724
"4 Bombala Close, Merriwa",540
"4 Bone Street, St James",765
"4 Boothman Mews, Golden Bay",2017
"4 Boreas Court, Duncraig",688
"4 Boreham Street, Cottesloe",509
"4 Boronia Court, Greenwood",862
"4 Boston Way, Booragoon",728
"4 Bounty Way, Mindarie",724
"4 Bournville Street, Floreat",749
"4 Bow Place, Mullaloo",717
"4 Bowen Place, Stoneville",1817
"4 Bower Place, Noranda",715
"4 Bowood Cove, Kiara",634
"4 Bradbury Way, Samson",705
"4 Bramall Street, East Perth",491
"4 Bramley Drive, Canning Vale",595
"4 Breaksea Court, Golden Bay",584
"4 Bree Close, Atwell",540
"4 Brian Street, Mount Nasura",976
"4 Bridges Rise, Kiara",510
"4 Brigham Court, Gosnells",600
"4 Brigsley Way, Ridgewood",351
"4 Brinckley Crescent, Koondoola",769
"4 Brindabella Avenue, Aubin Grove",608
"4 Bristow Street, Haynes",340
"4 Britannia Way, Bertram",640
"4 Brix Street, Wembley Downs",553
"4 Brohard Road, Butler",580
"4 Brougham Crescent, Orelia",646
"4 Browallia Close, Canning Vale",704
"4 Bryah Court, Yangebup",752
"4 Buckden Street, Butler",600
"4 Bullrush Street, Gwelup",523
"4 Burford Street, Eden Hill",783
"4 Burges Street, Noranda",722
"4 Burlinson Crescent, Koondoola",692
"4 Burnham way, Girrawheen",704
"4 Burnsall Way, Darch",571
"4 Burrill Turn, Burns Beach",540
"4 Busan Way, Port Kennedy",611
"4 Butcher Street, Mundijong",855
"4 Buvelot Turn, Southern River",665
"4 Byblis Place, Koongamia",727
"4 Byrne Close, Padbury",694
"4 Cabernet Loop, Pearsall",300
"4 Caddy Avenue, West Leederville",345
"4 Caen Way, Mindarie",627
"4 Cairnhill Court, Darlington",2014
"4 Calabar Court, Merriwa",628
"4 Calder Way, Bateman",701
"4 Caleb Place, Hamersley",726
"4 Callaghan Way, Noranda",770
"4 Callan Close, Waterford",862
"4 Cambria Link, North Coogee",586
"4 Cambria Street, Kallaroo",683
"4 Cambus Court, Riverton",427
"4 Camelot Place, Camillo",680
"4 Cameron Street, Quinns Rocks",910
"4 Camm Place, Waikiki",695
"4 Canova Road, Butler",510
"4 Caperton Court, Ferndale",719
"4 Caple Street, Willagee",499
"4 Caprea Boulevard, Roleystone",2000
"4 Capri Leone Way, Sinagra",592
"4 Caracara Way, Bennett Springs",544
"4 Carbine Street, Ascot",926
"4 Cardiff Place, Warnbro",844
"4 Carenza Link, Aveley",376
"4 Carfax Place, Two Rocks",834
"4 Carlin Way, Butler",372
"4 Carmil Place, Alexander Heights",681
"4 Carmine Street, Eglinton",450
"4 Carmody Court, Bull Creek",602
"4 Carnaby Place, Alexander Heights",701
"4 Cassatt Street, Ashby",570
"4 Castle Hill Close, Bicton",337
"4 Catalina Place, Quinns Rocks",582
"4 Cawarra Crescent, Craigie",732
"4 Celia Place, Coogee",734
"4 Central Road, Rossmoyne",890
"4 Cerulean Road, Karnup",450
"4 Chalcombe Way, Warwick",756
"4 Chalkwell Bend, Landsdale",653
"4 Champaigne Drive, Tapping",608
"4 Chancery Lane, Alexander Heights",818
"4 Chanton Parade, Hocking",565
"4 Characin Court, Sorrento",521
"4 Charlton Place, Thornlie",1069
"4 Charnley Bend, Success",603
"4 Cheltenham Loop, Bertram",337
"4 Cheshire Entrance, Butler",544
"4 Chesterfield Avenue, Hocking",609
"4 Cheviot Place, Dianella",857
"4 Chidzey Drive, Seville Grove",680
"4 Chifley Lane, Currambine",455
"4 Chipala Road, Westminster",702
"4 Chivrell Rise, Gwelup",647
"4 Chusan Court, Warnbro",748
"4 Claire Cove, Joondalup",731
"4 Clarke Way, Bateman",700
"4 Clayden Street, Wooroloo",2428
"4 Cleland Close, Clarkson",600
"4 Clifford Way, Bull Creek",722
"4 Clogher Street, Ridgewood",757
"4 Clubb Court, Winthrop",706
"4 Clune Place, Coogee",735
"4 Coatelan Drive, Stirling",730
"4 Cobalt Place, Koondoola",758
"4 Cockatoo Drive, Mundaring",1973
"4 Cockpit Way, Ocean Reef",773
"4 Cocos Grove, Kiara",772
"4 Colgrave Mews, South Lake",537
"4 Collared Street, Harrisdale",442
"4 Collick Street, Hilton",394
"4 Columba Place, Peppermint Grove",745
"4 Condil Court, Karawara",586
"4 Conifer Place, Beechboro",717
"4 Connell Court, Willagee",764
"4 Connelly Place, Mount Helena",2112
"4 Coombe Street, Bayswater",405
"4 Copper Lane, Wattle Grove",577
"4 Coppice Court, Banksia Grove",626
"4 Coral Place, Ballajura",752
"4 Coral Rise, Yangebup",605
"4 Coral Street, Martin",895
"4 Coralvine Grange, Stirling",472
"4 Covent Fairway, Pearsall",658
"4 Cowrie Crescent, Mount Pleasant",1012
"4 Cox Court, Middle Swan",644
"4 Craighall Turn, Madeley",640
"4 Crake Place, Yangebup",739
"4 Creel Rise, Singleton",585
"4 Crofton Place, Lynwood",690
"4 Crosbie Crescent, Middle Swan",792
"4 Crossman Pass, Salter Point",541
"4 Cubbine Close, Hillman",777
"4 Cueesun Court, Redcliffe",591
"4 Cupania Court, Jane Brook",819
"4 Curran Place, Leeming",701
"4 Cuthbert Street, Shenton Park",353
"4 Cygnet Place, Forrestdale",840
"4 Cygnus Parade, Waterford",520
"4 Dallas Crescent, Wanneroo",809
"4 Damascus Drive, Greenmount",907
"4 Damper Place, High Wycombe",633
"4 Danaine Street, Success",614
"4 Dandenong Way, Alexander Heights",500
"4 Dann Place, Marmion",827
"4 Dante Close, Wembley Downs",762
"4 Darwinia Loop, Canning Vale",598
"4 Datchet Turn, Bertram",312
"4 Davey Road, Mundijong",1000
"4 David Street, Kensington",506
"4 Davis Court, Woodlands",662
"4 Dawes Court, Padbury",955
"4 Dawn Road, Walliston",1001
"4 Dawson Place, Parkwood",1025
"4 Dayana Court, Redcliffe",495
"4 De Crillon Way, Currambine",471
"4 Dealey Elbow, Harrisdale",320
"4 Delamere Way, Camillo",686
"4 Dempsey Place, Kenwick",680
"4 Denison Turn, Ridgewood",558
"4 Devlin Grove, Landsdale",700
"4 Dianella Road, Walliston",1005
"4 Dietes View, Sinagra",603
"4 Dilali Road, City Beach",763
"4 Dinsdale Place, Hamersley",729
"4 Disney Street, Brentwood",767
"4 Diver Cove, Yangebup",638
"4 DIXIE ROAD, Kelmscott",762
"4 Doherty Road, Coolbellup",505
"4 Donnelly Ramble, Wanneroo",608
"4 Doochary Street, Bullsbrook",507
"4 Dory Place, Willetton",704
"4 Dovedale Street, Harrisdale",452
"4 Draper Street, North Coogee",316
"4 Duncraig Road, Duncraig",719
"4 Dunedin Chase, Hocking",549
"4 Dunfee Place, Hamersley",846
"4 Dunton Place, Redcliffe",460
"4 Dunvegan Road, Applecross",1092
"4 Duri Street, Armadale",700
"4 Easton Court, Boya",2474
"4 Ebert Street, Coolbellup",809
"4 Ebury Mews, Canning Vale",600
"4 Echidna Link, Dayton",540
"4 Edgewood View, South Guildford",390
"4 Edmondson Crescent, Karrinyup",809
"4 Edulis Avenue, Aubin Grove",572
"4 Eldridge Grove, Cannington",284
"4 Elkhorn Avenue, Southern River",337
"4 Ellerby Way, Koondoola",728
"4 Elmore Way, High Wycombe",516
"4 Elstree Avenue, Menora",770
"4 Elswick Street, Safety Bay",789
"4 Emden Link, Port Kennedy",768
"4 Emerald Way, Edgewater",680
"4 Ennis Place, Ascot",819
"4 Eppalock Grove, South Lake",708
"4 Ericht Pass, Kinross",467
"4 Erina Way, Ridgewood",601
"4 Erith Street, Kenwick",342
"4 Esmerelda Pass, Darch",603
"4 Ethel Street, Guildford",366
"4 Ethelwyn street, Hilton",445
"4 Eton Court, Parmelia",547
"4 Eton Pass, Mindarie",623
"4 Eucalypt Close, Singleton",828
"4 Everard Close, Success",566
"4 Everett Lane, Currambine",545
"4 Excalibur Way, Carine",706
"4 Excelsior Street, Shenton Park",622
"4 Fahey Court, Brookdale",466
"4 Fairlight Rise, Kallaroo",1000
"4 Fairway Circle, Connolly",775
"4 Fairywren Drive, Bennett Springs",558
"4 Falcon Court, High Wycombe",735
"4 Fallow Crescent, Spearwood",632
"4 Fantail Avenue, Gwelup",519
"4 Farnell Place, Alexander Heights",715
"4 Farrier Terrace, Henley Brook",554
"4 Feeney Street, North Fremantle",270
"4 Fennager Way, Calista",654
"4 Fennell Court, Stoneville",1988
"4 Ferdinand Crescent, Coolbellup",723
"4 Ferrar Street, Mount Lawley",782
"4 Fife Gardens, Ocean Reef",753
"4 Filbert Street, Greenwood",697
"4 Firewood Vista, Yanchep",420
"4 Fitzroy Close, Cooloongup",683
"4 Fitzwater Way, Spearwood",728
"4 Flatbush Road, Hilbert",525
"4 Fleet Circle, High Wycombe",524
"4 Flemming Court, Forrestdale",1198
"4 Fourmile Avenue, Burns Beach",544
"4 Francisco Crescent, Bull Creek",683
"4 Francisco Street, South Fremantle",486
"4 Freeduff Drive, Wattle Grove",638
"4 Fuller Close, Leeming",720
"4 Fullston Way, Beaconsfield",265
"4 Gabyon Court, Hillman",736
"4 Gaddara Corner, Byford",630
"4 Gaffney Ridge, Clarkson",580
"4 Gali Lane, City Beach",297
"4 Galileo Avenue, Tapping",632
"4 Gamblen Way, Winthrop",700
"4 Gamboge Street, Eglinton",375
"4 Gannet Way, Beeliar",570
"4 Gardon Rise, Gwelup",843
"4 Garrut Way, Caversham",476
"4 Gateshead Loop, Mindarie",660
"4 Gaunt Street, Eden Hill",663
"4 Gear Court, Middle Swan",626
"4 Gemmell Way, Hillarys",715
"4 Genesta Crescent, Dalkeith",492
"4 George Street, Jarrahdale",930
"4 Georgia Street, Hocking",531
"4 Geranium Retreat, Beeliar",540
"4 Ghan Place, Currambine",360
"4 Gibson Street, Beaconsfield",559
"4 Gidgee Cove, Kenwick",628
"4 Gifford Mews, Currambine",700
"4 Gilba Close, Hillman",683
"4 Gilba Place, Maida Vale",440
"4 Gilbey Court, Camillo",797
"4 Gilcoe Place, Roleystone",1547
"4 Gipsy Court, Beldon",745
"4 Gladman Way, Karrinyup",728
"4 Glamis Court, Orelia",627
"4 Glamis Place, Floreat",780
"4 Glamorgan Street, East Cannington",693
"4 Glastonbury Street, Leda",507
"4 Glencoe Place, Cooloongup",680
"4 Glenelg Close, Warnbro",719
"4 Glenfinnan Court, Hamersley",842
"4 Glenn Avenue, Mosman Park",728
"4 Glenten Way, Ferndale",690
"4 Glespin Cove, Kinross",647
"4 Gold Lane, Iluka",666
"4 Golden Crescent, High Wycombe",726
"4 Goodchild Place, Bellevue",687
"4 Gorman Place, Calista",362
"4 Goyder Elbow, Merriwa",579
"4 Grasby Grove, Winthrop",777
"4 Grasmere Court, Brentwood",893
"4 Graydon Grove, Leda",529
"4 Greenhill Court, Kallaroo",684
"4 Greenwood Court, Kelmscott",687
"4 Greta Court, Cooloongup",686
"4 Greylock Meander, Madeley",510
"4 Grimbsy Close, Kenwick",570
"4 Grimwood Avenue, Gwelup",602
"4 Guinevere Way, Carine",728
"4 Gwalia Place, Bibra Lake",700
"4 Gwelup Street, Karrinyup",728
"4 Hack Lane, Haynes",290
"4 Hackettiana Avenue, South Lake",700
"4 Hadley Place, Noranda",735
"4 Hamilton Terrace, Greenmount",973
"4 Hamlyn Glen, Kiara",615
"4 Hanley Street, Stoneville",2018
"4 Hanlin Way, Samson",750
"4 Harbord Court, Kallaroo",860
"4 Harbour Road, South Fremantle",473
"4 Harlequin Close, Golden Bay",600
"4 Harlequin Pass, Southern River",705
"4 Harlock Close, Murdoch",716
"4 Harmony Avenue, Atwell",660
"4 Harrier Place, Yangebup",781
"4 Harrington Crescent, Leeming",704
"4 Harriott Street, Willagee",766
"4 Harrison Way, Calista",809
"4 Hartley Way, Balga",331
"4 Harvey Close, Gosnells",565
"4 Harwood Court, Trigg",895
"4 Hastie Close, Brookdale",475
"4 Hawdon Street, Stoneville",1994
"4 Heligan Way, Landsdale",364
"4 HENDERSON ROAD, Stoneville",2024
"4 Henty Grove, Helena Valley",278
"4 Henville Street, Fremantle",490
"4 Hepworth Road, Trigg",462
"4 Hera Avenue, Riverton",536
"4 Herald Close, Kalamunda",981
"4 Hereford Place, Spearwood",728
"4 Hibernia Rise, Sorrento",753
"4 Higgins Place, Mount Nasura",1661
"4 Hillside Road, Mount Richon",704
"4 Hilltop Close, Mahogany Creek",1801
"4 Hirundo Place, Waterford",441
"4 Hogg Avenue, Salter Point",450
"4 Hoil Chon Heights, Karnup",2000
"4 Holmes Street, Shelley",850
"4 Holroyd Link, Wanneroo",647
"4 Honeywood Avenue, Wandi",435
"4 Hookstone Drive, Landsdale",611
"4 Hope Place, Redcliffe",593
"4 Hopper Turn, Madeley",550
"4 Hove Court, Lynwood",744
"4 Howard Place, Kelmscott",2029
"4 Hubert Street, Guildford",372
"4 Hueston Lookout, Leda",584
"4 Hunt Lane, Kingsley",687
"4 Hunt Road, Byford",510
"4 Husk Parade, Coogee",657
"4 Hyden Road, Banksia Grove",544
"4 Ibis Place, Willetton",701
"4 Icelandic Meander, Baldivis",532
"4 Illyarrie Way, Jane Brook",560
"4 Imperial Court, Seville Grove",713
"4 India Street, Inglewood",336
"4 Indle Street, Willagee",766
"4 Inman Court, Merriwa",612
"4 Inverson Boulevard, Hammond Park",330
"4 Investigator Parade, Jindalee",659
"4 Inwood Place, Currambine",749
"4 Iris Lane, Alexander Heights",502
"4 Irvine Cove, Mindarie",778
"4 Isaacs Court, Huntingdale",680
"4 Ison Court, Caversham",558
"4 Ivankovich Avenue, Beeliar",804
"4 Ivory Way, Wellard",485
"4 Jabiru Court, North Beach",401
"4 Jacka Close, Marangaroo",503
"4 Jacobin Place, Jane Brook",507
"4 Jade Grove, Edgewater",717
"4 Jalon Gardens, Alkimos",420
"4 Jandabup Close, Sinagra",600
"4 Japonica Heights, Mirrabooka",698
"4 Japonica Way, Murdoch",301
"4 Jarrah Lane, Mount Claremont",324
"4 Jarrah Road, East Victoria Park",485
"4 Jarril Place, Koongamia",1003
"4 Jasper Place, Mount Richon",771
"4 Jeddah Court, Mindarie",820
"4 JENSEN RISE, Iluka",726
"4 Jerrat Mews, Atwell",654
"4 Jewel Court, Langford",685
"4 Jindabyne Street, Hilbert",451
"4 John Forrest Circuit, Bertram",603
"4 John Place, Mullaloo",812
"4 John Street, Shenton Park",772
"4 Johnson Street, Guildford",668
"4 Jonquil Street, Eglinton",388
"4 Jordan Street, Haynes",377
"4 Jubilee Drive, Waikiki",681
"4 Jubilee Place, Eden Hill",688
"4 Juncea Way, Hammond Park",563
"4 Jutland Rise, Ocean Reef",845
"4 Kalara Road, Koongamia",680
"4 Kalee Court, Huntingdale",620
"4 Kallatina Drive, Iluka",670
"4 Kanella Road, Shelley",814
"4 Kaoriki Court, Maida Vale",679
"4 Karakin Terrace, Ellenbrook",495
"4 Kardan Circuit, Karawara",623
"4 Kardier Mews, Viveash",722
"4 Kari Court, Camillo",701
"4 Karlak Close, Leda",547
"4 Kartner Road, Tapping",608
"4 Keats Place, Spearwood",725
"4 Keble Lane, Piara Waters",319
"4 Keeley Way, Girrawheen",692
"4 Keightly Corner, Jane Brook",700
"4 Kendon Place, Mount Helena",2003
"4 Kennard Street, Kensington",766
"4 Kensington Way, Pearsall",336
"4 Kenton Mews, Midvale",546
"4 Kentucky Boulevard, Hocking",619
"4 KESTREL PARADE, Ballajura",690
"4 Keta Way, Mindarie",578
"4 Kettering Way, Huntingdale",683
"4 Kilburn Rise, Kingsley",687
"4 Kilcairn Place, Greenwood",694
"4 Kilkenny Loop, Brookdale",515
"4 Killarney Close, Connolly",1185
"4 Killarney Heights, Kallaroo",833
"4 King Road, Beechboro",701
"4 Kingia Place, Helena Valley",718
"4 Kinta Way, Tapping",605
"4 Kinvara Way, Ridgewood",384
"4 Kirke Street, Eden Hill",832
"4 Klem Avenue, Redcliffe",420
"4 Knoll Place, Kiara",453
"4 Koomyle Mews, Viveash",658
"4 Kooya Way, Wattle Grove",310
"4 Kroyer Road, Ashby",615
"4 KURNALPI TURN, Wanneroo",480
"4 Lakehurst Way, Atwell",576
"4 Lambeth Mews, Mount Claremont",1161
"4 Lance Court, Thornlie",822
"4 Landor Link, Golden Bay",300
"4 Langham Street, Nedlands",908
"4 Lanham Court, Koondoola",692
"4 Lante Lane, Landsdale",320
"4 Lapwing Approach, Harrisdale",383
"4 Larvotto Turn, Burns Beach",560
"4 Laser Place, Ocean Reef",787
"4 Lassia Walk, Stirling",391
"4 Latham Street, Alfred Cove",562
"4 Laura Rise, Marangaroo",367
"4 Laurel Street, Mullaloo",782
"4 Lavally Way, Darch",550
"4 Lavender Chase, Darch",540
"4 Lavenham Street, Butler",660
"4 Laverick Street, Haynes",428
"4 Lawnbrook Road, Bickley",2020
"4 Lawson Way, Darlington",2008
"4 Lee Avenue, Hilton",441
"4 Leeway Loop, Alkimos",563
"4 Lefroy Road, Mount Nasura",372
"4 Leichardt Street, St James",474
"4 Leigh Place, Girrawheen",692
"4 Leitrim Lane, Beaconsfield",271
"4 Leno Court, Mundaring",2000
"4 Leumeah Street, Armadale",690
"4 Levien Place, Winthrop",702
"4 Lily Place, Thornlie",843
"4 Limerick Crescent, Darch",609
"4 Limonite Court, Forrestfield",620
"4 Lincoln Place, Canning Vale",705
"4 Linkwater Street, Shelley",810
"4 Livonia Place, Mullaloo",704
"4 Lomita Link, Clarkson",544
"4 Longford Circuit, Darch",710
"4 Longreach Parade, Coogee",705
"4 Lonnie Street, Daglish",1040
"4 Lopez Crescent, Ashby",598
"4 Love Street, Cloverdale",351
"4 Luke Place, Ascot",579
"4 Luna Link, Wandi",420
"4 Lycett Turn, Southern River",757
"4 Lyndale Street, Gwelup",708
"4 Lyrrad Brace, Stirling",475
"4 Lythe Place, Willetton",700
"4 Macdougal Way, Harrisdale",657
"4 Mackie Place, Midvale",547
"4 Madeleine Court, Two Rocks",814
"4 Mader Road, Mundijong",991
"4 Madge Way, Leda",528
"4 Magos Way, Aveley",550
"4 Maidos Street, Ashfield",576
"4 Maley Court, Ashfield",550
"4 Mallaig Place, Warwick",829
"4 Malmaison Way, Landsdale",454
"4 Manchester Drive, Hocking",652
"4 Manders Way, Singleton",818
"4 Manderstone Way, Canning Vale",696
"4 Mandon Street, Forrestfield",618
"4 Manitoba Court, Joondalup",602
"4 Mann Place, Roleystone",1616
"4 Mardella Street, Coolbinia",728
"4 Margaret Street, Ashfield",546
"4 Marjorie Street, Mullaloo",696
"4 Marlborough Way, Quinns Rocks",753
"4 Marloo Street, Wattle Grove",604
"4 Marmion Street, East Fremantle",291
"4 Marra Mews, Jane Brook",704
"4 Marraboor Place, Success",683
"4 Marriott Road, Boya",1002
"4 Mary Street, Watermans Bay",462
"4 Marybrook Road, Heathridge",693
"4 Matta Way, Pearsall",650
"4 May Street, Bellevue",860
"4 MAYFIELD Drive, Brabham",225
"4 Maynard Way, Bertram",533
"4 Mazzini Street, East Victoria Park",655
"4 Mcalinden Close, Noranda",696
"4 McCallum Parkway, Bertram",620
"4 McIntosh Street, Hammond Park",480
"4 McMahon Way, Samson",706
"4 McNess Glade, Salter Point",460
"4 Meadowbank Gardens, Hillarys",801
"4 Meda Court, Gosnells",682
"4 Meelah Road, City Beach",1062
"4 Meere Lane, Clarkson",678
"4 Melanzana Chase, Landsdale",477
"4 Melrose Street, Rossmoyne",885
"4 Mermaid Way, Heathridge",753
"4 Messara Avenue, Henley Brook",665
"4 Miamba Court, Karawara",964
"4 Miami Link, Langford",605
"4 Michael Crescent, Boya",2372
"4 Milford Place, Nollamara",272
"4 Milicich Cove, Gwelup",570
"4 Millard Close, Ashfield",464
"4 Millen Street, Mount Nasura",928
"4 Millerick Way, Noranda",1409
"4 Millewa Road, Southern River",599
"4 Millwood Street, Secret Harbour",594
"4 Milverton Loop, Leda",632
"4 Minden Rise, Sorrento",751
"4 Mirfield Street, Roleystone",1523
"4 Mission Place, Cooloongup",700
"4 Mokutu Court, Quinns Rocks",662
"4 Montague Street, Secret Harbour",620
"4 Montego Rise, Iluka",927
"4 Montilla Crescent, Port Kennedy",633
"4 Moody Glen, Palmyra",510
"4 Moonraker Road, Jindalee",594
"4 Moorhen Drive, Yangebup",700
"4 Moorine Court, Hillman",698
"4 Moran Street, Embleton",978
"4 Moreto Turn, Caversham",467
"4 Morlaix Mews, Port Kennedy",657
"4 MOWBRAY Grange, Brabham",354
"4 Mulberry Lane, Mirrabooka",686
"4 Mullingar Close, Waterford",845
"4 Munden Place, Kelmscott",688
"4 Muskoka Avenue, Wanneroo",887
"4 Myrna Way, Parkwood",761
"4 Nador Lane, Mindarie",632
"4 Nance Street, Kewdale",728
"4 Nandina Avenue, Mount Claremont",466
"4 Nankivell Way, Koondoola",728
"4 Nanven Place, Rivervale",836
"4 Napoleon Way, Bertram",370
"4 Narrien Loop, Hocking",630
"4 Nasura Grove, Mount Nasura",1722
"4 Navigator Drive, Singleton",580
"4 Needlewood Rise, Kenwick",544
"4 Nerita Place, Heathridge",791
"4 Nerium Way, Sinagra",441
"4 Netley Place, Armadale",801
"4 New Park Grove, Victoria Park",240
"4 Newark Place, Connolly",708
"4 Newell Loop, Gosnells",493
"4 Newport Way, Lynwood",692
"4 Newton Street, Mount Helena",2345
"4 Nina Grove, Beldon",709
"4 Nolan Way, Bateman",789
"4 Noonameena Place, Darlington",1887
"4 Norman Street, Bellevue",610
"4 Norman Street, Wembley Downs",963
"4 Nornalup Close, Aubin Grove",626
"4 Northend Close, Swan View",740
"4 Northgate Street, Karrinyup",809
"4 Norwood Road, Rivervale",683
"4 Nurdi Way, Riverton",326
"4 Nutcher Way, Parmelia",720
"4 Nuytsia Avenue, Sorrento",792
"4 Oakajee Court, Gosnells",686
"4 Oakleaf Circle, Mirrabooka",695
"4 Odiham Way, Butler",560
"4 Odo Street, North Beach",239
"4 Olga Place, Daglish",435
"4 Olive Street, Guildford",305
"4 Oliver Vista, Bertram",545
"4 Oliveri Street, Sinagra",450
"4 Opperman Place, Middle Swan",620
"4 Oregon Place, Cooloongup",640
"4 Osprey Grove, Edgewater",702
"4 Osten Lane, Bennett Springs",544
"4 Outtrim Road, Glen Forrest",2023
"4 Owen Road, Parkerville",1136
"4 Ozark Place, Warnbro",686
"4 Padbury Court, Eden Hill",711
"4 Paluma Court, Warnbro",560
"4 Paperbark Drive, Willetton",683
"4 Pardalote Way, Tapping",502
"4 Parian Place, Rossmoyne",810
"4 Parkinson Street, Noranda",700
"4 Passerine Close, Edgewater",701
"4 Patman Road, Secret Harbour",640
"4 Patula Place, Menora",761
"4 Paulina Way, Coolbellup",787
"4 Pedersen Street, Cloverdale",868
"4 Peebles Cross, Sinagra",236
"4 Pendalup Road, Jane Brook",560
"4 Pera Mews, Beldon",854
"4 Peters Way, Bibra Lake",700
"4 Petworth Drive, The Vines",680
"4 Pexton Drive, South Guildford",538
"4 Piarri Grove, Golden Bay",383
"4 Pierre Place, Padbury",692
"4 Piesse Place, Seville Grove",700
"4 Pilbara Crescent, Jane Brook",771
"4 Pilot Road, Huntingdale",754
"4 Pimelea Street, Maida Vale",440
"4 Pindan Elbow, Atwell",806
"4 Pinker Crescent, Maida Vale",504
"4 Piper Place, Bateman",726
"4 Pipestone Place, Quinns Rocks",630
"4 Pitt Street, St James",410
"4 Pleasant Place, Shelley",903
"4 Po Mews, Champion Lakes",300
"4 Pomera Drive, Byford",600
"4 Pond Place, South Lake",769
"4 Portree Way, Duncraig",704
"4 Portsea Place, Cooloongup",913
"4 Preiss Way, Mirrabooka",621
"4 Privet Lane, Stirling",451
"4 Prout Way, Bibra Lake",400
"4 Pumice Court, Forrestfield",999
"4 Pyrmont Place, Greenmount",727
"4 Quebec Road, Woodbridge",708
"4 Quincy Loop, Iluka",720
"4 Rabone Way, Boya",2024
"4 Rae Place, Hillarys",684
"4 Raffan View, Gwelup",634
"4 Raintree Rise, Marangaroo",575
"4 Rambutan Place, South Lake",881
"4 Rason Place, Redcliffe",500
"4 Ray Court, Sorrento",723
"4 Rayne Street, Maddington",683
"4 Rebecca Court, Beldon",715
"4 Redgate Court, Kiara",579
"4 Redheart Way, Beeliar",544
"4 Redland Lane, Ellenbrook",390
"4 Regal Way, Madeley",571
"4 Regina Road, Kelmscott",685
"4 Reginald Street, Queens Park",392
"4 Reihill Road, Darch",570
"4 Rendell Avenue, Atwell",719
"4 Reserve Street, Claremont",941
"4 Reservoir Close, Mosman Park",683
"4 Retreat Mews, Canning Vale",709
"4 Reveley Vista, Ellenbrook",609
"4 Richardson Arcade, Winthrop",525
"4 Richardson Terrace, Daglish",653
"4 Rickett Street, Haynes",456
"4 Rivergum Close, Ellenbrook",832
"4 Rivermoor Loop, Riverton",446
"4 Riversdale Pass, Jandakot",495
"4 Rivett Place, Marmion",685
"4 Robertson Court, Kingsley",782
"4 Robin Avenue, Sorrento",752
"4 Romani Court, Lockridge",502
"4 Rometta Way, Sinagra",459
"4 Romsey Grove, Kiara",551
"4 RONSARD VIEW, Ridgewood",566
"4 Rossmore Drive, Madeley",611
"4 Rover Court, Quinns Rocks",439
"4 Ruby Street, Bellevue",525
"4 Rudder Court, Heathridge",788
"4 Rudge Place, Lockridge",435
"4 Ruskin Way, Southern River",496
"4 Salamanca Turn, Clarkson",481
"4 Salem Place, Rivervale",388
"4 Saligna Way, Dayton",515
"4 Salvador Close, Safety Bay",682
"4 Samphire Street, Ascot",502
"4 San Jose Court, Safety Bay",682
"4 San Miguel Drive, Leeming",700
"4 Sandown Circle, Henley Brook",735
"4 Sanford Court, Lockridge",363
"4 Saponara Drive, Sinagra",484
"4 Sarda Lane, Jindalee",280
"4 Sarus Rise, Gwelup",559
"4 Savannah Way, Iluka",707
"4 Scaddan Street, Bassendean",792
"4 Scilla Place, Roleystone",2000
"4 Scottsdale Court, North Lake",572
"4 Seabird Place, Craigie",683
"4 Seamet Rise, Merriwa",693
"4 Sefton Avenue, Viveash",810
"4 Seine Mews, Champion Lakes",515
"4 Selsdon Road, Camillo",709
"4 Separovich Way, Spearwood",550
"4 Serisier Parkway, Queens Park",392
"4 Sessilis Crescent, Wattle Grove",600
