ADDRESS,YEAR_SOLD
"3 Killara Way, Craigie",2020
"3 Kingfisher View, Brookdale",2013
"3 Kirk Close, Camillo",2014
"3 Kirkby Ridge, Salter Point",2017
"3 Kirra Court, Hillarys",2020
"3 Kirwan Street, Floreat",2017
"3 Klem Avenue, Salter Point",2016
"3 Koolunda Court, Karawara",2016
"3 Koomyle Mews, Viveash",2010
"3 Koondoola Avenue, Koondoola",2014
"3 Korbosky Road, Lockridge",2014
"3 Kulbardi Way, Harrisdale",2019
"3 Kumal Court, Maida Vale",2020
"3 Kundyl Court, Kelmscott",2019
"3 Kuranda Place, Darlington",2016
"3 Kurrajong Way, Camillo",2017
"3 Kurrat Elbow, South Guildford",2019
"3 Kwel Court, Karawara",2013
"3 Ladoga Way, Iluka",2018
"3 Lakehurst Way, Atwell",2017
"3 Lakewood Avenue, Ascot",2019
"3 Lambasa Way, Mindarie",2020
"3 Lamond Close, Kinross",2020
"3 Lanark Street, Menora",2005
"3 Lancelot Close, Camillo",2015
"3 Landbeach Boulevard, Butler",2018
"3 Langley Way, Booragoon",2017
"3 Langtry View, Mount Claremont",2017
"3 Laser Close, Warnbro",2019
"3 Lassia Walk, Stirling",2018
"3 Lauderdale Ramble, Carramar",2017
"3 Launceston Avenue, City Beach",2016
"3 Lavender Way, Success",2018
"3 Laverick Street, Haynes",2012
"3 Law Court, Winthrop",2020
"3 Leach Street, Marmion",2015
"3 Leata Link, Madeley",2019
"3 Lebeo Court, Heathridge",2019
"3 Letitia Road, North Fremantle",2016
"3 Lewis Jones Cross, Stratton",2015
"3 Liege Street, Woodlands",2016
"3 Lily Place, Thornlie",2020
"3 Limerick Place, Waterford",2016
"3 Lindeman Heights, Ridgewood",2019
"3 Linear Avenue, Mullaloo",2019
"3 Lipari Link, Yangebup",2017
"3 Liriope Parkway, Sinagra",2015
"3 Litoria Pass, Dayton",2015
"3 Little Harold Street, Bellevue",2013
"3 Littlemore Road, Orelia",2017
"3 Locock Street, Ascot",2016
"3 Loder Way, South Guildford",2018
"3 Looranah Street, Mount Nasura",2014
"3 Lotherton Way, Hocking",2019
"3 Lowana Court, Currambine",2017
"3 Lucas Street, Willagee",2020
"3 Lucev Place, Gwelup",2018
"3 Ludlow Way, Bertram",2017
"3 Luhrs Court, Mundaring",2018
"3 Luita Street, Wembley Downs",2017
"3 Lukin Avenue, Darlington",2015
"3 Lundy Cove, Kiara",2009
"3 Lycett Turn, Southern River",2020
"3 Lytham Mews, Connolly",2017
"3 Macau Place, Warnbro",2018
"3 MacKaya Court, South Lake",2016
"3 Madeleine Court, North Lake",2019
"3 Magpie Place, Brookdale",2014
"3 Maguire Avenue, Beechboro",2016
"3 Majestic Place, Connolly",2016
"3 Maley Court, Ashfield",2011
"3 Mallee Way, Forrestfield",2020
"3 Malvern Road, Butler",2020
"3 Manhattan Concourse, Hilbert",2017
"3 Manila Place, Warnbro",2018
"3 Mannaw Place, Hillman",2009
"3 Manson Street, Swan View",2016
"3 Maplewood Place, Cooloongup",2018
"3 Marjorie Cove, Coogee",2016
"3 Marloo Road, Greenmount",2016
"3 Marr Street, Myaree",2015
"3 Marriott Road, Boya",2020
"3 Mary Mackillop Glen, Queens Park",2020
"3 Masefield Avenue, North Lake",2009
"3 Matisse Street, Ashby",2018
"3 Matlock Street, Mount Hawthorn",2017
"3 Mawson Place, Huntingdale",2016
"3 Mayberry Court, North Lake",2008
"3 Mcdermott Road, Kwinana Town Centre",2013
"3 Mcmahon Street, Thornlie",2018
"3 Mead Grove, Floreat",2020
"3 Melinga Court, Karawara",2015
"3 Mellersh Court, Gwelup",2016
"3 Melnik Street, Caversham",2018
"3 Mercer Place, Noranda",2020
"3 Meringa Crescent, Quinns Rocks",2019
"3 Merion Court, Yanchep",2020
"3 Merrang Circuit, Carramar",2018
"3 Merrifield Place, Mullaloo",2018
"3 Meteor Street, Beckenham",2019
"3 Metroliner Drive, Currambine",2017
"3 Miami Beach Promenade, Iluka",2020
"3 Michael Street, Beaconsfield",2020
"3 Middleham Boulevard, Orelia",2015
"3 Millington Avenue, Daglish",2015
"3 Mimosa Avenue, Mount Claremont",2016
"3 Mimosa Court, Marangaroo",2020
"3 Minjah Circuit, Carramar",2018
"3 Mippy Mews, High Wycombe",2018
"3 Mirabeau Mews, Bibra Lake",2020
"3 Mirria Way, Mount Nasura",2014
"3 Monaco Close, Warnbro",2019
"3 Moncrieff Road, Langford",2016
"3 Moorine Court, Hillman",2010
"3 Moorland Way, Burns Beach",2019
"3 Moree Lane, Quinns Rocks",2019
"3 Morfontaine Parade, Port Kennedy",2019
"3 Morialta View, Aubin Grove",2016
"3 Morisot Crescent, Ashby",2014
"3 MORSE LINK, Tapping",2017
"3 Mowbray Square, Clarkson",2019
"3 Mudalla Way, Koongamia",2018
"3 Murace Place, Middle Swan",2013
"3 Murex Court, Mullaloo",2019
"3 Myerson Crescent, Maida Vale",2015
"3 Mystery Road, Banksia Grove",2019
"3 Nandus Court, Heathridge",2019
"3 Napean place, Armadale",2018
"3 Napoleon Way, Bertram",2017
"3 Narla Place, Koongamia",2014
"3 Nash Street, Kelmscott",2019
"3 Natham Road, South Lake",2018
"3 Nathaniel Way, Orelia",2015
"3 National Park Road, Swan View",2017
"3 Neale Retreat, Joondalup",2019
"3 Neon Court, Heathridge",2017
"3 Ness Road, Applecross",2018
"3 Newark Turn, North Coogee",2020
"3 Nidjalla Loop, Swanbourne",2017
"3 Nolan Way, Bateman",2015
"3 Noosa Drive, Secret Harbour",2018
"3 Norman Road, Roleystone",2019
"3 Novak Court, Hamilton Hill",2019
"3 Nymans Close, Landsdale",2020
"3 Observation Way, Singleton",2016
"3 O'Connell Street, Hamilton Hill",2019
"3 Olney Court, High Wycombe",2018
"3 Oporto Rise, Coogee",2019
"3 Orana Way, Roleystone",2017
"3 Oswell Street, Cloverdale",2019
"3 Otago Lane, Currambine",2018
"3 Otter Mews, Merriwa",2017
"3 Owen Road, Darlington",2020
"3 Owgan Place, Bull Creek",2016
"3 Paavo View, Hilbert",2016
"3 Padbury Place, Eden Hill",2014
"3 Padbury Road, Darlington",2016
"3 Palamuna Court, Hillman",2017
"3 Pantheon Avenue, North Coogee",2019
"3 Paperheath Parade, Churchlands",2017
"3 Papillon Road, Success",2020
"3 Paradise Turn, Burns Beach",2017
"3 PARIAN PLACE, Rossmoyne",2016
"3 Park View Green, Churchlands",2017
"3 Parkfield Boulevard, Bertram",2016
"3 Parkinson Street, Noranda",2019
"3 Parkside Avenue, Mount Pleasant",2019
"3 Paros Place, Secret Harbour",2020
"3 Passmore Avenue, North Fremantle",2019
"3 Passmore Street, Rossmoyne",2013
"3 Pat Street, Parkwood",2018
"3 Pathfinder Road, Padbury",2018
"3 Paton Place, Samson",2019
"3 Patrick Way, Huntingdale",2016
"3 Paulett Way, Belmont",2019
"3 Pauline Avenue, Kalamunda",2017
"3 Pavetta Crescent, Forrestfield",2018
"3 Peach Way, Byford",2018
"3 Penguin Close, Heathridge",2018
"3 Pensacola Avenue, Caversham",2017
"3 Penson Place, Singleton",2015
"3 Pepperell Crescent, Leda",2015
"3 Persian Street, Eglinton",2017
"3 Peters Way, Bibra Lake",2015
"3 Pethybridge Heights, Mosman Park",2020
"3 Petry Street, Langford",2016
"3 Philadelphia Parade, Canning Vale",2020
"3 Pimelea Crescent, Mount Claremont",2017
"3 Pinaster Street, Menora",2017
"3 PINE STREET, Henley Brook",2016
"3 Pinedale Way, Safety Bay",2019
"3 Pitt Street, Woodbridge",2018
"3 Pivac Court, Kenwick",2018
"3 Plumosa Way, Wattle Grove",2018
"3 Plumwood Avenue, Hammond Park",2020
"3 Podger Way, Brookdale",2013
"3 Portrush Way, Mindarie",2019
"3 Portsea Gardens, Jandakot",2015
"3 Portsmouth Street, Jindalee",2017
"3 Powderbark Bypass, Kenwick",2015
"3 Preedy Court, Bateman",2015
"3 Prescott Drive, Kardinya",2019
"3 Preserve Link, Clarkson",2018
"3 Prichard Road, Greenmount",2013
"3 Priscilla Avenue, Beldon",2017
"3 Providence Link, Atwell",2019
"3 Prudhoe Mews, Ridgewood",2017
"3 QUINDALUP COURT, Hillman",2013
"3 Quong Place, Atwell",2017
"3 Radborn Street, Greenmount",2013
"3 Raffles Court, Currambine",2019
"3 Rainbow Crescent, Bennett Springs",2016
"3 Rainsford Way, Parkerville",2015
"3 Ranunculus Court, Beeliar",2017
"3 Raphael Rise, Landsdale",2018
"3 Ravenglass Crescent, Waikiki",2019
"3 Redcliffe Street, East Cannington",2015
"3 Redcloud Ridge, Merriwa",2018
"3 Regatta Drive, Edgewater",2019
"3 Regelia turn, Ellenbrook",2019
"3 Reilly Street, Singleton",2015
"3 Retreat Mews, Canning Vale",2020
"3 Reveley Close, Seville Grove",2020
"3 Risana Close, Madeley",2016
"3 Ritz Way, Currambine",2017
"3 River Street, Bassendean",2019
"3 Roan Way, The Vines",2020
"3 Robertson Road, Kardinya",2018
"3 Robur Way, Banksia Grove",2018
"3 Roccella Loop, Ashby",2017
"3 Rocklands Loop, Carramar",2020
"3 Romani Court, Lockridge",2016
"3 Rossmoyne Drive, Rossmoyne",2015
"3 Roudnice Lane, Champion Lakes",2016
"3 Rousham Road, Landsdale",2019
"3 Royer Court, Ashfield",2016
"3 Rudge Place, Lockridge",2014
"3 Rupert Street, Armadale",2019
"3 Rushton Terrace, Mount Nasura",2014
"3 Ruskin Brace, Baldivis",2020
"3 Sabina Street, Menora",2011
"3 Salerno Approach, Piara Waters",2019
"3 Salvador Close, Safety Bay",2019
"3 Samual Court, North Lake",2005
"3 Samuel Place, Wanneroo",2019
"3 Sandilands Circuit, Tapping",2018
"3 Sandleford Grange, Southern River",2019
"3 Sandover Road, Darlington",2020
"3 Sandstone Place, Marmion",2012
"3 Sapium Way, Woodvale",2020
"3 Sasoon Place, Seville Grove",2018
"3 Savona Grove, Mindarie",2018
"3 Sawley Close, Golden Bay",2017
"3 Scales Way, Spearwood",2018
"3 Schacht Court, Myaree",2015
"3 Schonell Way, Piara Waters",2018
"3 Scilla Place, Roleystone",2018
"3 Scott Street, Guildford",2016
"3 Scouler Way, Bateman",2015
"3 Seabird Bend, Jindalee",2016
"3 Seabrook Grove, Clarkson",2020
"3 Seaforth Loop, Kallaroo",2019
"3 Seamet Rise, Merriwa",2015
"3 Seaton Place, Girrawheen",2017
"3 Second Avenue, Woodbridge",2010
"3 Sefton Avenue, Viveash",2012
"3 Sellenger Avenue, Samson",2012
"3 Seminole Close, Connolly",2018
"3 Serissa Lane, Stirling",2018
"3 Settler Place, Greenmount",2013
"3 Settlers Circle, Gwelup",2018
"3 Shackleton Street, Bassendean",2019
"3 Shakespeare Avenue, Balcatta",2020
"3 Shannon Street, Yanchep",2019
"3 Shearer Street, Myaree",2014
"3 Sheen Way, Bullsbrook",2018
"3 Shepway Place, Marangaroo",2019
"3 Sherbrooke Gardens, Bibra Lake",2019
"3 Sherman Court, Kingsley",2019
"3 Shirlock Street, Two Rocks",2016
"3 Siderno Rise, Hocking",2020
"3 Sierra Key, Mindarie",2018
"3 Sisley Approach, Tapping",2020
"3 Skender Place, Gwelup",2016
"3 Smeaton Lane, Carramar",2020
"3 Smith Street, Beaconsfield",2016
"3 Smyth Road, Shenton Park",2017
"3 Snowy Lane, Hilbert",2015
"3 Sobotka Place, Winthrop",2017
"3 Solander Close, Waikiki",2019
"3 Solander Road, Hillarys",2019
"3 Solanum Court, Ellenbrook",2020
"3 Southport Loop, Burns Beach",2018
"3 Speedy Cheval Street, East Fremantle",2018
"3 Sperry Court, Ferndale",2017
"3 Spicer Place, Bellevue",2012
"3 Spoonbill Pass, Bennett Springs",2014
"3 Spoonbill Place, Queens Park",2017
"3 Springhill Place, Two Rocks",2017
"3 Spruce Street, Greenwood",2019
"3 St James Approach, Iluka",2017
"3 St Leonards Avenue, West Leederville",2018
"3 Stain Way, Clarkson",2020
"3 STANMER Way, Brabham",2018
"3 Station Street, Guildford",2015
"3 Steelwood Way, Helena Valley",2020
"3 Steineck Way, Wattle Grove",2019
"3 Stockdale Avenue, Sorrento",2019
"3 Stockholm Road, Wanneroo",2018
"3 Stone Court, Bibra Lake",2020
"3 Storrs Place, Winthrop",2017
"3 Stortford Road, Southern River",2020
"3 Strelley Lane, Carramar",2020
"3 Strickland Court, Coogee",2019
"3 Strowan Pass, Carramar",2017
"3 Strudwick Street, Tapping",2020
"3 Stylis Cove, Mindarie",2018
"3 Success Crescent, Salter Point",2020
"3 Sudbury Way, City Beach",2018
"3 Summerhome Parade, Yanchep",2019
"3 Superior Rise, Edgewater",2015
"3 Surrey Road, Wilson",2017
"3 Swanston Street, Yokine",2019
"3 Swanway Crescent, Swanbourne",2016
"3 Sweetman Street, White Gum Valley",2017
"3 Tambora Bend, Madeley",2020
"3 Tandou Court, Edgewater",2015
"3 Tanner Street, Middle Swan",2015
"3 Taplow Parade, Ashby",2015
"3 Tarlo Mews, Aubin Grove",2017
"3 Tarup Place, Hillman",2012
"3 Tarwhine Close, South Lake",2020
"3 Tattler Place, Yangebup",2019
"3 Tattler Way, Bennett Springs",2020
"3 Tatton Way, The Vines",2020
"3 Teasel Way, Banksia Grove",2018
"3 Temby Court, Kardinya",2020
"3 Temple Mews, Iluka",2020
"3 Tenardi Court, Greenwood",2018
"3 Teocote Crescent, Aubin Grove",2016
"3 Terelinck Crescent, Redcliffe",2016
"3 Thaxted Street, Wellard",2019
"3 The Fairways, Gnangara",2005
"3 The Links Court, Jandakot",2014
"3 The Oval, Madeley",2016
"3 The Ramble, Parmelia",2016
"3 The Ridge, Yangebup",2018
"3 Third Avenue, Bassendean",2019
"3 Thistle Court, Dianella",2020
"3 Thomas Hamilton Avenue, Mirrabooka",2019
"3 Tilbury Mews, Quinns Rocks",2019
"3 Timms Lane, Hammond Park",2016
"3 Tintagel Court, City Beach",2017
"3 Tipuana Place, Edgewater",2016
"3 Todd Place, Huntingdale",2018
"3 Todea Court, Duncraig",2018
"3 Tonrita Place, Wanneroo",2018
"3 Torrens Close, Mullaloo",2016
"3 Trafford Street, Beaconsfield",2018
"3 Trentham Road, Landsdale",2020
"3 Triandra Drive, Helena Valley",2017
"3 Trinity Court, Safety Bay",2017
"3 Tropea Place, Secret Harbour",2020
"3 Trout Court, Sorrento",2020
"3 Tryall Avenue, Port Kennedy",2020
"3 Tuckeroo Parade, Helena Valley",2020
"3 Tulsa Court, Mindarie",2020
"3 Turnberry Place, Connolly",2019
"3 Turnberry Way, The Vines",2018
"3 Turo Close, Willetton",2019
"3 Turstin Glen, Kiara",2014
"3 Tuscan Street, Rossmoyne",2015
"3 Tuscany Place, Caversham",2019
"3 Twilight Circuit, Ridgewood",2016
"3 Two Rocks Road, Two Rocks",2017
"3 Twyford Place, Innaloo",2019
"3 Tyneside Grove, Currambine",2018
"3 Ulex Place, Woodvale",2017
"3 Uralba Court, Quinns Rocks",2019
"3 Urquhart Way, Hocking",2017
"3 Utica Terrace, Clarkson",2019
"3 Valkyrie Place, Two Rocks",2018
"3 Van Gogh Road, Tapping",2019
"3 Van Kleef Circuit, Mount Claremont",2017
"3 Vantage Way, Burswood",2018
"3 Verdello Way, Pearsall",2015
"3 Vernon Gough Drive, Baldivis",2020
"3 Vilberie Close, Kiara",2010
"3 Viminea Street, Carramar",2017
"3 Vista Street, Kensington",2018
"3 Vitis Chase, Ashby",2014
"3 Vivian Way, Boya",2014
"3 Wagtail Pass, Joondalup",2019
"3 Waldemar Street, Gwelup",2016
"3 Walja Bend, Byford",2020
"3 Wallaby Parade, Baldivis",2020
"3 Wallace Street, Belmont",2019
"3 Wallangarra Road, Carramar",2019
"3 Wandarra Close, Karawara",2013
"3 Wanderers Way, Madeley",2018
"3 Wanliss Street, Jarrahdale",2013
"3 Warrior Court, Padbury",2019
"3 Watcombe Avenue, Burns Beach",2018
"3 Water Crest Gardens, Gwelup",2017
"3 Waterford Street, Beaconsfield",2017
"3 Waterside Crescent, Gwelup",2015
"3 Waylen Street, Guildford",2017
"3 Wedgetail Crescent, Success",2019
"3 Weetman Cove, Cannington",2016
"3 Welcome Meander, Harrisdale",2019
"3 Weld Place, Woodvale",2019
"3 Werner Close, Queens Park",2018
"3 West Parade, South Guildford",2020
"3 Westbury Lane, Madeley",2020
"3 Whimbrel Vista, Tapping",2019
"3 Whistler Way, Beeliar",2019
"3 Whitchurch Road, Redcliffe",2018
"3 White Street, North Fremantle",2019
"3 Whitecliffe Square, Iluka",2016
"3 Wilderness Way, Aveley",2019
"3 Wilgerup Place, Hillman",2016
"3 Willandra Place, Hillarys",2020
"3 Williams Road, Coolbellup",2016
"3 Willow Court, Cooloongup",2019
"3 Willshire Way, Yangebup",2017
"3 Winona Link, Banksia Grove",2018
"3 Winston Crescent, Viveash",2007
"3 Wolfson Way, Piara Waters",2019
"3 Wood Court, Lesmurdie",2019
"3 Woodford Court, Koondoola",2017
"3 Woodleigh Way, Harrisdale",2019
"3 Woodley Crescent, Melville",2018
"3 Woodpine Court, Ballajura",2019
"3 Woodswallow Way, Alkimos",2020
"3 Woolcock Court, Ashfield",2016
"3 Worralda Street, Maida Vale",2019
"3 Wrasse Corner, Yanchep",2019
"3 Yabbara Avenue, Burns Beach",2019
"3 Yallambee Place, City Beach",2020
"3 Yarran Link, Ellenbrook",2020
"3 Yomba Street, Kewdale",2018
"3/1 Corkhill Street, North Fremantle",2018
"3/1 Denver Avenue, Madeley",2016
"3/1 Desertpea Road, Beeliar",2018
"3/1 Livingstone Street, Beaconsfield",2018
"3/10 Champlin Way, Ferndale",2015
"3/10 French Road, Melville",2018
"3/10 Hazel Avenue, Woodlands",2017
"3/10 Hope Road, Ardross",2016
"3/11 Adamson Road, Brentwood",2013
"3/11 Angove Drive, Hillarys",2019
"3/11 Bolton Way, Darch",2019
"3/11 Favazzo Place, Spearwood",2018
"3/110 Fulham Street, Kewdale",2017
"3/110 Main Street, Osborne Park",2020
"3/111 Smith Street, Highgate",2014
"3/116 Montreal Street, White Gum Valley",2016
"3/117 Old Perth Road, Bassendean",2020
"3/121 Alma Road, North Perth",2019
"3/125 Waterloo Street, Tuart Hill",2018
"3/13 James Street, Cannington",2017
"3/135 Alice Street, Doubleview",2020
"3/136 Carnarvon Street, East Victoria Park",2019
"3/14 Bridges Road, Melville",2020
"3/14 Vaucluse Avenue, Claremont",2018
"3/140 Gwenyfred Road, Kensington",2015
"3/142 Sixth Avenue, Inglewood",2019
"3/15 Edward Street, Cottesloe",2018
"3/15 Fauntleroy Street, Guildford",2020
"3/15 Watkins Street, Fremantle",2018
"3/151 Ninth Avenue, Inglewood",2019
"3/152 Swansea Street, East Victoria Park",2018
"3/16 Caporn Street, Crawley",2014
"3/161 Nicholson Road, Shenton Park",2018
"3/165 Holland Street, Fremantle",2019
"3/165 Whatley Crescent, Bayswater",2019
"3/166 Grand Promenade, Bedford",2018
"3/18 Ferguson Street, Middle Swan",2013
"3/181 Edward Street, Osborne Park",2019
"3/189 Marmion Street, Palmyra",2019
"3/2 Bland Place, Beechboro",2020
"3/2 Cambey Way, Brentwood",2018
"3/2 Lewington Gardens, Bibra Lake",2016
"3/20 Preston Point Road, East Fremantle",2019
"3/20 Second Avenue, Mount Lawley",2019
"3/21 Godbold Close, Shelley",2019
"3/21 Jenkin Street, South Fremantle",2016
"3/21 Wilcock Avenue, Balcatta",2018
"3/23 Chapman Road, St James",2016
"3/230 Knutsford Avenue, Kewdale",2018
"3/235 Ferndale Crescent, Ferndale",2019
"3/24 Newport Way, Balga",2018
"3/25 Brooks Street, Kalamunda",2020
"3/27 Bickley Road, Cannington",2019
"3/27 Corbel Street, Shelley",2016
"3/28 Marjorie Avenue, Shelley",2019
"3/28 Spencer Avenue, Yokine",2018
"3/3 Cothill Court, Eden Hill",2019
"3/3 Hodges Place, Innaloo",2019
"3/30 Manoff Road, Balcatta",2018
"3/30 Ullapool Road, Mount Pleasant",2020
"3/31 Troy Terrace, Daglish",2012
"3/32 Martin Avenue, Nedlands",2019
"3/33 Ferguson Street, Middle Swan",2016
"3/33 Holmesdale Road, Woodbridge",2015
"3/33 Second Avenue, Kensington",2017
"3/342 South Terrace, South Fremantle",2016
"3/35 Nicholson Road, Cannington",2016
"3/36 Dyson Street, South Perth",2019
"3/36 Whatley Crescent, Mount Lawley",2020
"3/39 Maida Vale Road, Maida Vale",2015
"3/4 Lomatia Way, Forrestfield",2018
"3/41 George Street, Midland",2015
"3/41 Gordona Parade, Beeliar",2019
"3/42 Park Street, Como",2020
"3/43 Ferguson Street, Middle Swan",2013
"3/43 Halliday Street, Bayswater",2019
"3/43 Martingale Avenue, Henley Brook",2014
"3/44 Armstrong Road, Wilson",2016
"3/44 Mulligan Way, Orelia",2019
"3/46 Hodgson Street, Tuart Hill",2017
"3/48 Collier Avenue, Balcatta",2020
"3/5 Pensioner Guard Road, North Fremantle",2016
"3/5 Primula Close, Murdoch",2012
"3/5 Villiers Street, Yokine",2018
"3/52 Alexandra Road, East Fremantle",2018
"3/52 Bayview Terrace, Yangebup",2020
"3/52 Sayer Street, Midland",2016
"3/53 Chelmsford Avenue, Port Kennedy",2020
"3/531 Canning Highway, Alfred Cove",2015
"3/56 Grand Boulevard, Joondalup",2018
"3/567 Marmion Street, Booragoon",2017
"3/58 Corbel Street, Shelley",2017
"3/58 Pulo Road, Brentwood",2014
"3/6 Elanora Drive, Cooloongup",2020
"3/6 Grasmere Court, Brentwood",2017
"3/6 Jane Road, Applecross",2019
"3/6 Pamment Street, North Fremantle",2016
"3/60 Wattle Street, Tuart Hill",2017
"3/623 Hay Street, Jolimont",2014
"3/67 Epsom Avenue, Redcliffe",2020
"3/68 Downey Drive, Manning",2016
"3/71 Henley Street, Manning",2016
"3/8 Benson Court, Mount Nasura",2015
"3/8 Heron Place, Maddington",2019
"3/8 Muriel Street, Gosnells",2019
"3/88 Moreing Street, Redcliffe",2016
"3/91 Mcdonald Street, Osborne Park",2016
"3/96 Ivanhoe Street, Eden Hill",2016
"30 Adair Parade, Coolbinia",2013
"30 Almadine Drive, Carine",2017
"30 Alps Street, Mount Helena",2016
"30 Andrews Road, Wilson",2017
"30 Andrews Way, Herne Hill",2016
"30 Angler Way, Sorrento",2018
"30 Appleberry Street, Churchlands",2015
"30 Ardross Crescent, Coolbinia",2013
"30 Arkwell Way, Marmion",2015
"30 Armadale Crescent, Coolbinia",2013
"30 Ashby Terrace, Viveash",2010
"30 Ashridge Turn, Canning Vale",2020
"30 Atlantic Avenue, Iluka",2020
"30 Auckland Way, Hocking",2018
"30 Aviemore Loop, Kingsley",2020
"30 Ayres Road, Stoneville",2016
"30 Badrick Street, Warwick",2016
"30 Bain Square, Forrestfield",2018
"30 Bancoura Parkway, Secret Harbour",2019
"30 Bandalong Way, High Wycombe",2019
"30 Barbarossa Drive, Caversham",2020
"30 Bark Circle, Kenwick",2016
"30 Barrington Avenue, Champion Lakes",2009
"30 Bartlett Street, Willagee",2020
"30 Baxter Close, Huntingdale",2016
"30 Bedford Road, Ardross",2018
"30 Beltana Road, Craigie",2018
"30 Bendigo Way, City Beach",2018
"30 Berkshire Drive, Beldon",2015
"30 Berrington Trail, The Vines",2018
"30 Boronia Avenue, Nedlands",2017
"30 Bridal Crescent, Kenwick",2015
"30 Briggs Street, South Lake",2017
"30 Broach Way, Alkimos",2019
"30 Brumby Avenue, Henley Brook",2014
"30 Butcher Street, Mundijong",2015
"30 Calbourne Way, Kingsley",2020
"30 Calectasia Street, Greenwood",2020
"30 Callistemon Approach, Atwell",2019
"30 Callistemon Street, Greenwood",2018
"30 Camelot Street, Carine",2017
"30 Campbell Way, Rockingham",2020
"30 Canterbury Terrace, East Victoria Park",2019
"30 Canterbury Trail, Harrisdale",2019
"30 Cara Road, Greenmount",2019
"30 Carisbrooke Loop, Hocking",2017
"30 Central Avenue, Mount Pleasant",2018
"30 Cerulean Road, Karnup",2016
"30 Chieftain Street, Bertram",2017
"30 Clifford Loop, Darch",2017
"30 Colstoun Road, Ashfield",2010
"30 Congenial Loop, Atwell",2018
"30 Conigrave Road, Yangebup",2019
"30 Connell Avenue, Kelmscott",2020
"30 Coolga Road, Koongamia",2013
"30 Coomoora Road, Ardross",2018
"30 Copeland Drive, Redcliffe",2015
"30 Corkwood Street, Banksia Grove",2019
"30 Cornforth Way, Piara Waters",2020
"30 Crabtree Way, Medina",2015
"30 Cromwell Road, Alexander Heights",2016
"30 Cross Street, Queens Park",2018
"30 Curtis Way, Girrawheen",2018
"30 Dalmain Street, Kingsley",2018
"30 Dargin Place, Greenwood",2018
"30 Datchet Turn, Bertram",2020
"30 Davilak Crescent, Manning",2019
"30 Daylesford Elbow, Jane Brook",2015
"30 De Crillon Way, Currambine",2020
"30 De Havilland View, Maylands",2020
"30 Dean Road, Jandakot",2016
"30 Denny Way, Parkwood",2016
"30 Dilkara Way, City Beach",2016
"30 Dodgers Street, Brabham",2018
"30 Donald Drive, Safety Bay",2020
"30 Donavon Rise, Murdoch",2013
"30 DOONAN ROAD, Nedlands",2020
"30 Dorothy Street, Ashfield",2009
"30 Drysdale Gardens, Wandi",2015
"30 Dumaresq Loop, Quinns Rocks",2020
"30 Dumbarton Crescent, Menora",2013
"30 Dunblane Road, Floreat",2020
"30 Dunham Glen, Wooroloo",2017
"30 Durance Drive, Port Kennedy",2020
"30 Elderiana Link, Banksia Grove",2019
"30 Elkington Pass, Huntingdale",2018
"30 Ellard Avenue, Belmont",2017
"30 Ellerby Way, Koondoola",2013
"30 Farmview Drive, Bellevue",2016
"30 Feltbush Mews, Canning Vale",2019
"30 Flindell Avenue, Caversham",2020
"30 Floyd Street, Trigg",2015
"30 Forrest Street, North Beach",2016
"30 Gausson Turn, Ashby",2015
"30 Genesta Crescent, Dalkeith",2015
"30 George Street, Mount Helena",2015
"30 Georgina Street, Hilbert",2017
"30 Gibb Crescent, Westminster",2018
"30 Gillon Street, Karawara",2016
"30 Glanville Street, Mosman Park",2017
"30 Glen Ross Chase, Jane Brook",2018
"30 Glenmere Road, Warwick",2014
"30 Glenside Crescent, Craigie",2019
"30 Glenunga Way, Craigie",2019
"30 Golden Ash Gardens, Helena Valley",2017
"30 Goldfinch Bend, Harrisdale",2018
"30 Graton Loop, Iluka",2018
"30 Greenough Way, Gosnells",2018
"30 Gribble Road, Gwelup",2017
"30 Haig Street, Ashfield",2010
"30 Halcyon Crescent, Aveley",2019
"30 Halesworth Road, Jolimont",2016
"30 Hamilton Street, East Fremantle",2017
"30 Hampshire Street, East Victoria Park",2019
"30 Hampton Road, Fremantle",2018
"30 Harris Street, Carlisle",2018
"30 Hassell Crescent, Bull Creek",2017
"30 Heacham Avenue, Hocking",2020
"30 Heatherlea Parkway, Leeming",2020
"30 Hedgeley Way, Canning Vale",2020
"30 Hennessy Drive, Ashby",2020
"30 Heylmore Road, Medina",2016
"30 Hickory Street, South Fremantle",2015
"30 Hilda Street, Shenton Park",2015
"30 Hilliger Turn, Jane Brook",2015
"30 Holland Way, Kingsley",2018
"30 Hope Street, Beechboro",2018
"30 Hubbard Way, Medina",2014
"30 Hubert Street, Darlington",2017
"30 Inquirer Lane, Stratton",2016
"30 Jackson Avenue, Winthrop",2017
"30 Johnson Street, Guildford",2017
"30 Johnston Street, Mount Helena",2019
"30 Johnston Street, Peppermint Grove",2013
"30 Keightly Corner, Jane Brook",2019
"30 Kells Road, Alkimos",2019
"30 Kemshall Way, Maddington",2018
"30 Kianga Crescent, Burns Beach",2018
"30 Kilkee Street, Ridgewood",2015
"30 Kilmurray Elbow, Huntingdale",2016
"30 King Street, Kensington",2014
"30 Kitchener Street, North Beach",2017
"30 Koomba Rise, Bertram",2016
"30 Lago Promenade, Aveley",2019
"30 Lancer Way, Alexander Heights",2020
"30 Larimar Parade, Byford",2020
"30 Latham Road, Ferndale",2018
"30 Latimer Way, Langford",2020
