ADDRESS,LATITUDE
"33 Chiba Retreat, Merriwa",-31.663890000000002
"33 Chichester Drive, Woodvale",-31.785220000000002
"33 Christmas Avenue, Orelia",-32.23314
"33 Cimbrook Way, Duncraig",-31.83655
"33 Clarkson Road, Maylands",-31.949440000000003
"33 Clyde Road, Menora",-31.918000000000003
"33 Collingwood Street, Dianella",-31.8837
"33 Coonawarra Drive, Caversham",-31.863190000000003
"33 Copeland Drive, Redcliffe",-31.94802
"33 Coral Tree Avenue, Subiaco",-31.94305
"33 Corbel Street, Shelley",-32.02670104
"33 Crabtree Street, Alexander Heights",-31.825290000000003
"33 Cromford Way, Carine",-31.85034427
"33 CRUISER TURN, Landsdale",-31.81665797
"33 Crystaluna Drive, Golden Bay",-32.43306
"33 Dalgety Street, East Fremantle",-32.0425
"33 Davenport Circuit, Mindarie",-31.678
"33 David Street, Maida Vale",-31.9466
"33 Dorothy Street, Ashfield",-31.91712
"33 Dunmore Circuit, Merriwa",-31.666009999999996
"33 Dunrossil Street, Wembley Downs",-31.90857429
"33 Ebsworth Street, Mount Lawley",-31.93742
"33 Elizabeth Street, East Cannington",-32.004560999999995
"33 Ellington Terrace, Port Kennedy",-32.37508
"33 Elvire Street, Watermans Bay",-31.85182715
"33 Ewen Street, Scarborough",-31.899490000000004
"33 Farnham Pass, Alkimos",-31.62776125
"33 Felstead Crescent, Hamersley",-31.851440000000004
"33 Fernhill Avenue, Carramar",-31.7098438
"33 First Avenue, Rossmoyne",-32.040240000000004
"33 Fisher Street, Ashfield",-31.91548
"33 Fleet Circle, High Wycombe",-31.9288702
"33 Flora Terrace, Watermans Bay",-31.84895
"33 Fomiatti Street, Ashby",-31.72917836
"33 Ford Street, Marmion",-31.838859999999997
"33 Fourth Avenue, Kensington",-31.97932
"33 Gallipoli Avenue, Byford",-32.224194399999995
"33 Gascoyne Avenue, Woodvale",-31.78763
"33 Ghan Place, Currambine",-31.7271
"33 Gnangara Road, Madeley",-31.8030376
"33 Golden Ash Gardens, Helena Valley",-31.918429999999997
"33 Grenville Road, Stoneville",-31.875459999999997
"33 Greyhound Drive, Merriwa",-31.66784
"33 Gunbower Road, Mount Pleasant",-32.03136
"33 Halidon Street, Kingsley",-31.80896
"33 Hanley Street, Stoneville",-31.87288769
"33 Harber Drive, Armadale",-32.16721
"33 Hardy Road, Ashfield",-31.917140000000003
"33 Harris Way, Westminster",-31.86825025
"33 Havenvale Crescent, Dianella",-31.88842713
"33 Haysom Street, Trigg",-31.872429999999998
"33 Hazelbury Street, Greenwood",-31.82644879
"33 Hemingway Drive, Camillo",-32.10770612
"33 Hill Street, Gooseberry Hill",-31.95222
"33 Hillway, Nedlands",-31.98988
"33 Hinchinbrook Avenue, Ridgewood",-31.66209375
"33 Hogarth Way, Bateman",-32.05751
"33 Howard Parade, Salter Point",-32.02441502
"33 Hubble Street, East Fremantle",-32.04367
"33 Hudson Street, Bayswater",-31.910790000000002
"33 Hurd Road, Bullsbrook",-31.65908431
"33 Inverness Crescent, Menora",-31.92168
"33 Iveston Road, Lynwood",-32.04258
"33 Jacana Circle, Gwelup",-31.86617
"33 James Gilmour Way, Darch",-31.820453999999998
"33 Jersey Street, Jolimont",-31.94637
"33 Kalli Street, Golden Bay",-32.42196492
"33 Kardan Circuit, Karawara",-32.00772
"33 Kedleston Link, The Vines",-31.75664919
"33 Kingsbridge Road, Warnbro",-32.336659999999995
"33 Kingsfield Avenue, Swan View",-31.881940000000004
"33 Lambertia Crescent, High Wycombe",-31.93494
"33 Landers Road, Lesmurdie",-32.00158
"33 L'aquila Circle, Beeliar",-32.13322244
"33 Limerick Crescent, Darch",-31.80749869
"33 Limetta Grove, Landsdale",-31.81506197
"33 Litchfield Circle, Wandi",-32.19305379
"33 Lomita Link, Clarkson",-31.680877000000002
"33 Lowan Loop, Karawara",-32.007509999999996
"33 Lynella Circuit, Banksia Grove",-31.70693562
"33 Macedon Place, Craigie",-31.79356311
"33 Mandora Way, Riverton",-32.03702
"33 Margaret Street, Ashfield",-31.916590000000003
"33 Marriott Road, Boya",-31.915809999999997
"33 Martha Street, Beaconsfield",-32.06587074
"33 Masefield Avenue, North Lake",-32.08321
"33 Matilda Street, Huntingdale",-32.0735
"33 McMillan Street, Victoria Park",-31.977314500000002
"33 Melton Hill Lane, Champion Lakes",-32.11545395
"33 Michael Street, Yokine",-31.89055
"33 Midsummer Circle, Ellenbrook",-31.7925
"33 Milano Avenue, Stirling",-31.893559999999997
"33 Milford Green, Mindarie",-31.6894
"33 Milina Street, Hillman",-32.28774754
"33 Minerva Way, Carine",-31.85195701
"33 Monaco Avenue, North Lake",-32.07744
"33 Montreal Road, Woodbridge",-31.89455
"33 Moonah Way, Hammond Park",-32.1641984
"33 Moorpark Avenue, Yanchep",-31.545090000000002
"33 Mullewa Crescent, Coolbinia",-31.9131
"33 Mundford Street, North Beach",-31.862509999999997
"33 Murray Way, Karrinyup",-31.88422727
"33 Nerang Mews, Merriwa",-31.66668
"33 Nesbit Drive, Haynes",-32.15712034
"33 Ninth Road, Brookdale",-32.17288627
"33 Nobilis Street, Beeliar",-32.13169103
"33 Norwood Loop, Tapping",-31.714879999999997
"33 Nyara Crescent, Craigie",-31.78303
"33 Oceanrunner Boulevard, Shoalwater",-32.29683
"33 Oldham Crescent, Hilton",-32.07219272
"33 Orelia Avenue, Orelia",-32.2319
"33 Paget Street, Hilton",-32.06687964
"33 Pandora Drive, City Beach",-31.92352
"33 Parakeet Way, Coogee",-32.119170000000004
"33 Park Drive, Cooloongup",-32.29635
"33 Parkview Parade, Redcliffe",-31.9431
"33 Peace Loop, Kewdale",-31.97819607
"33 Pelican Loop, High Wycombe",-31.94887
"33 Pexton Drive, South Guildford",-31.90396896
"33 Phar Lap Road, Wattle Grove",-32.00509287
"33 Pinot Loop, Pearsall",-31.78062221
"33 Plantation Street, Menora",-31.9139
"33 Plunkett Street, Highgate",-31.939755600000005
"33 Portsea Rise, Mosman Park",-32.019729999999996
"33 Prosperity Loop, Aubin Grove",-32.15863601
"33 Pyrus Way, Forrestfield",-31.98048
"33 Railway Avenue, Kelmscott",-32.11480677
"33 Reeve Street, Swanbourne",-31.97954866
"33 Rickett Street, Haynes",-32.15798996
"33 Ricketts Way, Greenwood",-31.82293
"33 Riley Road, Kardinya",-32.063990000000004
"33 Riseley Street, Ardross",-32.02351863
"33 Riverdale Road, Helena Valley",-31.91801
"33 Riverlinks Drive, Clarkson",-31.68753
"33 Robinson Street, Inglewood",-31.91518121
"33 Roche Way, Beeliar",-32.1362
"33 Roseheath Boulevard, Kiara",-31.880809999999997
"33 Rosewood Heights, Ellenbrook",-31.79520397
"33 Rothesay Heights, Mindarie",-31.690659999999998
"33 Royal Melbourne Avenue, Connolly",-31.75286
"33 Rutherglen Circle, Kinross",-31.712909999999997
"33 Salishan Street, Clarkson",-31.68292855
"33 Salmar Way, Westminster",-31.86825673
"33 Salter Point Parade, Salter Point",-32.023232
"33 San Teodoro Avenue, Sinagra",-31.73661317
"33 Sauvignon Avenue, The Vines",-31.75357
"33 Settler Way, Edgewater",-31.765559999999997
"33 Seville Crest, Mindarie",-31.684179999999998
"33 Shaftesbury Avenue, Bayswater",-31.918029999999998
"33 Sheffield Place, Hillarys",-31.80561349
"33 Shelduck Crescent, Bennett Springs",-31.86053941
"33 Shipbourne Way, Huntingdale",-32.080999999999996
"33 Snowberry Retreat, Mirrabooka",-31.86266618
"33 Stinson Square, Iluka",-31.7318
"33 Strathclyde Circuit, Champion Lakes",-32.11774438
"33 Susan Road, Madeley",-31.80452007
"33 Swan View Road, Greenmount",-31.89538
"33 Tanson Road, Parmelia",-32.24335
"33 Templeton Crescent, Girrawheen",-31.83817
"33 Three Bears Loop, Secret Harbour",-32.41633
"33 Tonkin Street, Mundijong",-32.28565503
"33 Torquata Boulevard, Helena Valley",-31.917859999999997
"33 Tranquility Crescent, Aveley",-31.76735935
"33 Treasure Road, Singleton",-32.45284
"33 Trifund Court, Merriwa",-31.66968
"33 Trott Road, Lesmurdie",-31.9968
"33 Twilight Circuit, Ridgewood",-31.6666
"33 Valley Road, Kalamunda",-31.97758
"33 Victoria Street, West Perth",-31.93793495
"33 Viking Road, Dalkeith",-31.997759999999996
"33 Warralong Crescent, Coolbinia",-31.90968504
"33 Warren Road, Maida Vale",-31.94758
"33 Watcombe Avenue, Burns Beach",-31.72539
"33 Water Crest Gardens, Gwelup",-31.865540000000003
"33 Watkins Loop, Tapping",-31.72752222
"33 Waylen Road, Shenton Park",-31.95872
"33 Welara Circle, Henley Brook",-31.797729999999998
"33 Welbeck Road, Canning Vale",-32.08945
"33 Welch Way, Warnbro",-32.33935
"33 Westerway Terrace, North Lake",-32.082570000000004
"33 Whitehouse Drive, Koondoola",-31.84533
"33 Whitely Street, Hamersley",-31.85522025
"33 Whitlock Crescent, South Lake",-32.104420000000005
"33 Whitmore Terrace, Heathridge",-31.76608
"33 Whittaker Crescent, Bull Creek",-32.06215
"33 Wintersweet Ramble, Mirrabooka",-31.85922052
"33 Woodbridge Drive, Cooloongup",-32.29038
"33 Woodley Crescent, Melville",-32.04531776
"33 Woolgar Way, Lockridge",-31.879379999999998
"33 Wundu Entrance, South Guildford",-31.91483
"33/20 Alday Street, St James",-31.99452484
"330 Glen Forrest Drive, Glen Forrest",-31.91334
"3315 Stoneville Road, Stoneville",-31.87333
"331B Coode Street, Dianella",-31.8986
"332 Lesmurdie Road, Lesmurdie",-32.00812
"332 Sydenham Street, Cloverdale",-31.9554
"333 Roberts Road, Subiaco",-31.945666999999997
"333B Preston Point Road, Attadale",-32.0314571
"334 Preston Point Road, Attadale",-32.03237426
"335 Millhouse Road, Aveley",-31.77825525
"335 South Street, Hilton",-32.06354
"335 Walcott Street, Coolbinia",-31.918609999999997
"336 Warwick Road, Warwick",-31.834359999999997
"337 Huntriss Road, Woodlands",-31.90253745
"338 Millhouse Road, Aveley",-31.77789152
"338 South Terrace, South Fremantle",-32.06974565
"338 Westfield Road, Seville Grove",-32.13198815
"339 Crawford Road, Inglewood",-31.91167126
"339 Park Street, Brabham",-31.81380191
"339 South Street, Hilton",-32.06351119999999
"339 Walcott Street, Coolbinia",-31.91845
"33A Alfred Road, Mount Claremont",-31.96869803
"33A Aurelian Street, Palmyra",-32.04554169
"33A Axford Street, Como",-32.00136076
"33a Bradshaw Street, Eden Hill",-31.89207
"33A Broadway, Bassendean",-31.90308428
"33A Dorothy Street, Ashfield",-31.91705
"33A Dudley Street, Midland",-31.88335572
"33A Elsie Street, Watermans Bay",-31.84700732
"33a Ewart Street, Midvale",-31.88865673
"33A Jennings Way, Lockridge",-31.88269472
"33A Kent Street, Wilson",-32.01732984
"33A Koolgoo Way, Koongamia",-31.90720923
"33a Mundford Street, North Beach",-31.862509999999997
"33A Queens Road, Ardross",-32.0296
"33A RALEIGH Road, Sorrento",-31.83094273
"33A Riseley Street, Ardross",-32.02364524
"33A Sulman Road, Wembley Downs",-31.9119
"33A Third Street, Bicton",-32.02950382
"33A Ventnor Avenue, Mount Pleasant",-32.02892464
"33A Vermont Street, Nollamara",-31.87886123
"33a Westfield Road, Camillo",-32.11208383
"33B Amherst Street, White Gum Valley",-32.05772118
"33B Anstie Way, Bull Creek",-32.06434183
"33B Bernley Drive, Viveash",-31.87374572
"33B Camberwell Street, East Victoria Park",-31.991529999999997
"33B Clive Street, Bicton",-32.02241706
"33B Contour Drive, Mullaloo",-31.77413
"33B Dundee Street, Leeming",-32.07778
"33B Koolgoo Way, Koongamia",-31.90710179
"33B Modena Place, Balga",-31.85612367
"33c Bishopsgate Street, Lathlain",-31.97419743
"33C Temby Street, Beckenham",-32.01644043
"33R Keane Street, Peppermint Grove",-32.00096
"34 Abbey Green Road, Banksia Grove",-31.707376
"34 Adelphi Court, Marangaroo",-31.82255
"34 Akebia Way, Forrestfield",-31.97924
"34 Annois Road, Bibra Lake",-32.09531
"34 Antares Street, Clarkson",-31.69411889
"34 Appleberry Street, Churchlands",-31.925762199999998
"34 Araluen Crescent, Bertram",-32.251153
"34 Ashby Terrace, Viveash",-31.87783
"34 Ashworth Way, Brookdale",-32.17073
"34 Aviemore Loop, Kingsley",-31.8069
"34 Axbridge Street, Karrinyup",-31.8716745
"34 Axford Road, Alexander Heights",-31.823990000000002
"34 Axon Street, Subiaco",-31.94946718
"34 Ballagar Road, Byford",-32.2118
"34 Ballybofey Loop, Bullsbrook",-31.65638457
"34 Bardook Gardens, Forrestfield",-31.97320366
"34 Barker Avenue, Balcatta",-31.87963869
"34 Bayview Terrace, Yangebup",-32.126213
"34 Berkley Road, Marangaroo",-31.823290000000004
"34 Blackbird Avenue, Gwelup",-31.87447278
"34 Blanche Street, Gosnells",-32.06855
"34 Bluebell Avenue, High Wycombe",-31.952761699999996
"34 Bluewater Drive, Alkimos",-31.59966348
"34 Bonannella Entrance, Sinagra",-31.7364
"34 Boulder Street, Bentley",-32.00708006
"34 Boyle Avenue, Rockingham",-32.2861
"34 Brathwaite Road, Lockridge",-31.88439937
"34 Britannia Road, Mount Hawthorn",-31.926379999999998
"34 Brougham Crescent, Orelia",-32.23038
"34 Broun Avenue, Embleton",-31.90792
"34 Bull Creek Road, Rossmoyne",-32.04487
"34 Burkett Terrace, Bertram",-32.250402
"34 Burns Street, North Fremantle",-32.03762135
"34 Bursaria Crescent, Ferndale",-32.03537
"34 Butcher Street, Mundijong",-32.29118777
"34 Byfield Road, Parkerville",-31.875770000000003
"34 Caduceus Way, Hilbert",-32.17970068
"34 Canavan Crescent, Manning",-32.00765
"34 CANNING Road, Kalamunda",-31.97462506
"34 Cardigan Terrace, Jolimont",-31.94718
"34 Cardowan Drive, Ellenbrook",-31.77119458
"34 Carlotta Street, Landsdale",-31.80682033
"34 Celebration Street, Beckenham",-32.01443345
"34 Champaigne Drive, Tapping",-31.72658593
"34 Chesterton Road, Bassendean",-31.89953
"34 Chipping Road, City Beach",-31.92278775
"34 Clearwater Way, Singleton",-32.436474
"34 Clianthus Way, Koongamia",-31.907940000000004
"34 Cobradah Way, Kingsley",-31.81871
"34 Cockatoo Drive, Mundaring",-31.903029999999998
"34 Coleman Crescent, Melville",-32.04289887
"34 Columbia Way, Beechboro",-31.8685
"34 Constance Street, Darlington",-31.927909999999997
"34 Copperback Circle, Huntingdale",-32.085425
"34 Damepattie Drive, Two Rocks",-31.49042
"34 Darlot Crescent, South Perth",-31.9738
"34 Darwinia Crescent, Helena Valley",-31.91790868
"34 Davenport Road, Booragoon",-32.03556
"34 Dean Road, Jandakot",-32.10192
"34 Deller Drive, Bibra Lake",-32.09128
"34 Devon Road, Swanbourne",-31.97686305
"34 Drakeswood Road, Warwick",-31.83503
"34 Driffield Street, Hamersley",-31.84672
"34 Driftwood Way, Bennett Springs",-31.85674664
"34 Dryandra Crescent, Darlington",-31.901999999999997
"34 Duncombe Grove, Quinns Rocks",-31.66078
"34 East Road, Pearsall",-31.777420000000003
"34 East Street, Guildford",-31.898359999999997
"34 East Street, Mount Hawthorn",-31.923029999999997
"34 Eastbourne Street, Lynwood",-32.03979273
"34 Edinbridge Road, Kenwick",-32.03752
"34 Eglinton Drive, Darch",-31.806820000000002
"34 Ellesmere Road, Lynwood",-32.04353
"34 Elmwood Avenue, Woodlands",-31.91377118
"34 Elsbury Approach, Clarkson",-31.69504029
"34 Evans Street, Mount Helena",-31.87241
"34 Everett Street, Crawley",-31.985129999999998
"34 Everingham Street, Clarkson",-31.69900987
"34 Exmouth Drive, Butler",-31.63920696
"34 Fairywren Drive, Bennett Springs",-31.86007742
"34 Farmer Way, Parmelia",-32.24272
"34 Faversham Street, Beckenham",-32.01736
"34 Fenchurch Street, Alexander Heights",-31.82194
"34 Fennager Way, Calista",-32.24635
"34 Fergusson Close, West Swan",-31.83083
"34 Fitzroy Road, Rivervale",-31.95782284
"34 Floresta Street, Sinagra",-31.74176762
"34 Flotilla Drive, Heathridge",-31.76156
"34 Fontelina Parade, Iluka",-31.73192325
"34 Foreshore Vista, Yanchep",-31.560990000000004
"34 Frangipani Loop, Marangaroo",-31.826420000000002
"34 Frankenia Turn, Success",-32.14945611
"34 Fridayhill Drive, Southern River",-32.10593396
"34 Froudist Circle, Southern River",-32.09759928
"34 Garrong Close, Edgewater",-31.774109999999997
"34 Gawler Way, Calista",-32.2446
"34 Glennon Way, Rossmoyne",-32.0446
"34 Gosford Meander, Ashby",-31.738709999999998
"34 Grand Paradiso Parade, Merriwa",-31.660544
"34 Grangemouth Turn, Kinross",-31.7158
"34 Halcyon Crescent, Aveley",-31.76755227
"34 Halcyon Way, Atwell",-32.14654134
"34 Halcyon Way, Churchlands",-31.92168065
"34 Halmstad Circle, Mindarie",-31.679679999999998
"34 Hammad Street, Palmyra",-32.03935728
"34 Harling Way, Bullsbrook",-31.65517511
"34 Harmony Parade, Singleton",-32.44032
"34 Harvest Loop, Edgewater",-31.768279999999997
"34 Hawkstone Street, Cottesloe",-31.98725818
"34 Helena Street, Guildford",-31.90110644
"34 Highview Street, Alexander Heights",-31.82426
"34 Hope Street, Watermans Bay",-31.85173
"34 Hubbard Way, Medina",-32.23552
"34 Hubert Street, East Victoria Park",-31.98207
"34 Hyland Street, Bassendean",-31.909905
"34 Illawarra Crescent, Canning Vale",-32.099309999999996
"34 Inkpen Way, Orelia",-32.22968
"34 Iveston Road, Lynwood",-32.04217
"34 Jade Street, Mount Richon",-32.1580703
"34 James Street, North Beach",-31.85872
"34 Jedburgh Loop, Sinagra",-31.74062262
"34 Keirnan Street, Mundijong",-32.282630499999996
"34 Kempenfeldt Avenue, Sorrento",-31.8298
"34 Kersey Way, Carine",-31.8485
"34 Kerwin Way, Lockridge",-31.88115
"34 Kiandra Way, High Wycombe",-31.94293
"34 Kianga Crescent, Burns Beach",-31.72804216
"34 Kilborne Avenue, Quinns Rocks",-31.65572449
"34 Kilkenny Loop, Brookdale",-32.17275649
"34 Kingsford Way, Huntingdale",-32.0783
"34 Kishorn Road, Applecross",-32.0120338
"34 La Manche Avenue, Port Kennedy",-32.354501500000005
"34 Lakeshore Close, Ballajura",-31.83656
"34 Lancer Way, Alexander Heights",-31.83192
"34 Lawler Street, South Perth",-31.97951386
"34 Leontes Way, Coolbellup",-32.07705146
"34 Leschenault Loop, Banksia Grove",-31.69276539
"34 Liberation Street, Harrisdale",-32.13084216
"34 Lighthouse Parade, Mindarie",-31.68341
"34 Limetree Circuit, Mindarie",-31.68712
"34 Lochee Street, Mosman Park",-32.0094285
"34 Lorraine Street, Carine",-31.85564
"34 Lowan Loop, Karawara",-32.0083
"34 Maamba Road, Wattle Grove",-32.00546445
"34 Macquarie Boulevard, Hammond Park",-32.1628472
"34 Magnesia Road, Wattle Grove",-31.99234238
"34 Manchester Drive, Hocking",-31.77451
"34 Mariners View, Mindarie",-31.685609999999997
"34 Market Street, Guildford",-31.89793
"34 Market Street, Kensington",-31.982779999999998
"34 Martindale Avenue, Madeley",-31.80723
"34 Martingale Avenue, Henley Brook",-31.80023
"34 Masefield Avenue, North Lake",-32.08312
"34 Matson Street, Medina",-32.22959
"34 McCombe Avenue, Samson",-32.06947
"34 McCoy Place, Quinns Rocks",-31.658759999999997
"34 Melnik Street, Caversham",-31.86620068
"34 Merchant Way, Alkimos",-31.60166464
"34 Merley Way, Parkwood",-32.043929999999996
"34 Milina Street, Hillman",-32.28754611
"34 Miltona Drive, Secret Harbour",-32.40753681
"34 MONTANE TURN, Banksia Grove",-31.69214639
"34 Montrose Street, Lynwood",-32.0326672
"34 Moorburg Loop, Port Kennedy",-32.3738
"34 Morgan Street, Shenton Park",-31.95901862
"34 Morritt Close, Rockingham",-32.29163
"34 Mossfiel Retreat, Landsdale",-31.810259999999996
"34 Mundaring Weir Road, Mundaring",-31.90933393
"34 Munday Way, Medina",-32.233618
"34 NARLA ROAD, Swanbourne",-31.97346998
"34 Nesbit Drive, Haynes",-32.15729777
"34 Oban Road, City Beach",-31.9237
"34 Oman Pass, Canning Vale",-32.07388434
"34 Omaroo Terrace, City Beach",-31.92829664
"34 Opal Way, Mount Richon",-32.1573061
"34 Orelia Avenue, Orelia",-32.231015
"34 Padbury Way, Eden Hill",-31.89276
"34 Painter Crescent, Mundaring",-31.89544
"34 Parnell Avenue, Marmion",-31.84083
"34 Patricia Road, Kalamunda",-31.98517
"34 Pavilion Circle, The Vines",-31.76502
"34 Peaceful Vista, Harrisdale",-32.12314357
"34 Pinot Loop, Pearsall",-31.78115566
"34 Portchester Drive, Darch",-31.816712
"34 Priestley Street, Embleton",-31.90093
"34 Prinsep Road, Jandakot",-32.110479999999995
"34 Putting Green, Maddington",-32.051193
"34 Rainbow Crescent, Bennett Springs",-31.85887206
"34 Rickett Street, Haynes",-32.15811735
"34 Ritson Way, Parkwood",-32.04992
"34 River Bank Boulevard, South Guildford",-31.90117
"34 Robinson Terrace, Daglish",-31.94823
"34 Rochester Avenue, Beckenham",-32.028940000000006
"34 Roebuck Drive, Salter Point",-32.0209402
"34 Ruby Avenue, Langford",-32.03437
"34 Salmar Way, Westminster",-31.86837445
"34 Sandpiper Road, Stirling",-31.882790000000004
"34 Savona Grove, Mindarie",-31.69753
"34 Schofield Street, Eden Hill",-31.89113
"34 Seaspray Crescent, Jindalee",-31.65273087
"34 Sergeant Road, Melville",-32.04593156
"34 Serisier Parkway, Queens Park",-32.00316545
"34 Solander Road, Hillarys",-31.800309999999996
"34 Solymar Circle, Burns Beach",-31.72567061
"34 Somerly Drive, Clarkson",-31.68427488
"34 Spoonbill Place, Queens Park",-32.00635376
"34 St Catharines Promenade, Champion Lakes",-32.1138493
"34 St Johns Court, Kingsley",-31.8106
"34 Stockholm Road, Wanneroo",-31.76043142
"34 Stoddart Way, Bateman",-32.05312
"34 Sulman Avenue, Salter Point",-32.02507162
"34 Swiftlet Way, Gwelup",-31.86443375
"34 Taittinger Grove, The Vines",-31.76625
"34 Tellen Street, Mullaloo",-31.781640000000003
"34 The Strand, Bayswater",-31.91687
"34 Thomas Street, Nedlands",-31.98228185
"34 Threadleaf Way, Mirrabooka",-31.858690000000003
"34 Tintagel Loop, Orelia",-32.229223
"34 Tokara Avenue, Henley Brook",-31.80145
"34 Tryall Avenue, Port Kennedy",-32.3621
"34 Tuckeroo Parade, Helena Valley",-31.91302196
"34 Turnbull Way, Trigg",-31.87242
"34 Valencia Avenue, Churchlands",-31.91938803
"34 Valley Road, Wembley Downs",-31.92006582
"34 Valley Views Drive, Landsdale",-31.797220000000003
"34 Vetter Road, Clarkson",-31.69714554
"34 Victoria Street, Guildford",-31.897840000000002
"34 Villena Parade, Alkimos",-31.62672973
"34 Wade Street, Joondanna",-31.907276
"34 Warrener Gardens, Gwelup",-31.86025
"34 Warton Road, Huntingdale",-32.06928
"34 Waterford Parade, Darch",-31.80662139
"34 Waterhall Road, South Guildford",-31.90802
"34 Watling Avenue, Lynwood",-32.044090000000004
"34 Watsonia Road, Gooseberry Hill",-31.95467149
"34 Westerway Terrace, North Lake",-32.08319
"34 White Gum Drive, Jane Brook",-31.86308198
"34 Whitely Street, Hamersley",-31.855790000000002
"34 Whitmore Terrace, Heathridge",-31.765890000000002
"34 Willcock Street, Ferndale",-32.02689
"34 Winterbell Court, Churchlands",-31.9205
"34 Wood Street, White Gum Valley",-32.057814799999996
"34 Woodstock Way, Butler",-31.64863192
"34 Worcester Loop, Butler",-31.64980601
"34 Yaringa Street, Golden Bay",-32.42797
"34 Yorn Circuit, Beeliar",-32.13128
"340 Princess Road, Mount Helena",-31.87037
"341 Bennett Springs Drive, Bennett Springs",-31.85995393
"341 Park Street, Brabham",-31.81380247
"341 Verna Street, Gosnells",-32.10114167
"342 Marangaroo Drive, Koondoola",-31.83400601
"343C Daly Street, Cloverdale",-31.95488504
"344 Safety Bay Road, Safety Bay",-32.307359999999996
"344B Wanneroo Road, Nollamara",-31.876720000000002
"345 Aldersyde Road, Bickley",-31.99744
"3455 Stoneville Road, Stoneville",-31.87205
"346 Robinson Avenue, Cloverdale",-31.97199
"346 Salvado Road, Floreat",-31.9412
"346B Acton Avenue, Kewdale",-31.9738277
"347 Oxford Street, Leederville",-31.92686064
"347 Wright Road, Piara Waters",-32.12346466
"347A Crawford Road, Inglewood",-31.91139447
"347C Scarborough Beach Road, Woodlands",-31.90089922
"348A Acton Avenue, Kewdale",-31.97393149
"349 Bennett Springs Drive, Bennett Springs",-31.85997088
"349a Stirling Street, Highgate",-31.93992149
"34a Broadway, Bassendean",-31.90219502
"34A Johnston Street, Peppermint Grove",-32.003679999999996
"34A Kintail Road, Applecross",-32.01043167
"34A Lakeview Drive, Edgewater",-31.766920000000002
"34A Mayor Road, Coogee",-32.12614694
"34A Melrose Street, Rossmoyne",-32.03999923
"34A Moonlight Court, Huntingdale",-32.08858438
"34A Mullings Way, Myaree",-32.03781571
"34A Norma Road, Alfred Cove",-32.034259999999996
"34A Samson Street, White Gum Valley",-32.06104584
"34a Swan Road, Attadale",-32.03112382
"34A Thor Street, Innaloo",-31.89654
"34A Walpole Street, St James",-32.0017
"34A Wolsely Road, East Fremantle",-32.03737242
"34B Goddard Way, Langford",-32.03735
"34B Henley Road, Ardross",-32.0289438
"34B Lakevalley Drive, Edgewater",-31.75733
"34B Motril Avenue, Coogee",-32.11660525
"34B Mullings Way, Myaree",-32.03791219
"34B Raleigh Street, Carlisle",-31.97718286
"34B Rome Road, Alfred Cove",-32.036834000000006
"35 Adenmore Way, Kingsley",-31.81608
"35 Adriatic Way, Currambine",-31.73222
"35 Agincourt Drive, Forrestfield",-31.99703393
"35 Allamanda Gardens, Mirrabooka",-31.8546
"35 Allamanda Gate, Helena Valley",-31.91252841
"35 Alora Drive, Port Kennedy",-32.35755
"35 Althorne Way, Girrawheen",-31.84543
"35 Alvah Street, St James",-31.998309999999996
"35 Ambassador Drive, Currambine",-31.732409999999998
"35 Amelia Street, Balcatta",-31.87338187
"35 Amethyst Crescent, Mount Richon",-32.152662400000004
"35 Amy Loop, Craigie",-31.77924
"35 Angorra Road, Mount Nasura",-32.145559999999996
"35 Arkwell Street, Willagee",-32.04907
"35 Armagh Street, Victoria Park",-31.9715
"35 Arpenteur Drive, Baldivis",-32.33583
"35 Asteroid Way, Carlisle",-31.978679999999997
"35 Avon Crescent, Atwell",-32.144890000000004
"35 Bailey Street, Trigg",-31.869923600000003
"35 Ballymote Gardens, Ridgewood",-31.65495328
"35 Barang Circuit, Karawara",-32.0075674
"35 Barcoo Bend, Hammond Park",-32.16091813
"35 Beacham Crescent, Medina",-32.23725
"35 Beaconsfield Street, St James",-32.00060447
"35 Beeston Crescent, Marangaroo",-31.834329999999998
"35 Belleville Gardens, Clarkson",-31.686629999999997
"35 Belvoir Crescent, Orelia",-32.22854
"35 Bentwood Avenue, Woodlands",-31.91007414
"35 Blacksmith Street, Queens Park",-32.00271765
"35 Bluebird Street, Wellard",-32.25828775
"35 Bluestone Loop, Piara Waters",-32.12053808
"35 Bodorgan Avenue, Butler",-31.64013
"35 Bonannella Entrance, Sinagra",-31.735970000000002
"35 Boscombe Avenue, City Beach",-31.94175039
"35 Bridgeman Drive, Bennett Springs",-31.85982207
"35 Brigalow Way, Lesmurdie",-32.00228
"35 Bushby Street, Midvale",-31.89062096
"35 Byrne Close, Padbury",-31.800309999999996
"35 Cadoux Loop, Hocking",-31.7665
"35 Caladenia Way, Koongamia",-31.90881786
"35 Camden Boulevard, Aubin Grove",-32.17140448
"35 Cardington Way, Huntingdale",-32.0748531
"35 Catspaw Avenue, Beeliar",-32.1281
"35 Cavender Street, Singleton",-32.44814
"35 Central Avenue, Swanbourne",-31.97751821
"35 Chadwick Street, Hilton",-32.064409600000005
"35 Clint Way, Calista",-32.24310004
"35 Clipson Crescent, Mundaring",-31.893490000000003
"35 Cockatoo Drive, Mundaring",-31.904529999999998
