ADDRESS,PRICE
"25 Oxcliffe Road, Doubleview",1250000
"25 Pagnell Way, Swan View",465000
"25 Palm Corner, Quinns Rocks",405000
"25 Parkland Drive, Yanchep",740000
"25 Parkview Parade, Redcliffe",550000
"25 Pausin Crescent, Bibra Lake",460000
"25 Peel Street, Jolimont",1245000
"25 Persian Grove, Karnup",480000
"25 Pitchford Avenue, Maddington",285000
"25 Planet Street, Carlisle",485000
"25 Plantation Street, Menora",1465000
"25 Plumwood Avenue, Hammond Park",518000
"25 Polglass Way, Ardross",980000
"25 Porzana Boulevard, Tapping",490000
"25 Possum Glade, Beeliar",420000
"25 Priest Road, Landsdale",540000
"25 Providence Drive, Alkimos",589478
"25 Pruiti Crescent, Lesmurdie",825000
"25 Quince Way, Coolbellup",430000
"25 Ralphs Street, Seville Grove",400000
"25 Renshaw Boulevard, Clarkson",270000
"25 Riley Road, Riverton",642000
"25 Robertsbridge Road, Nollamara",290000
"25 Robertson Road, Gooseberry Hill",775000
"25 Robin Street, Menora",128000
"25 Robinia Rise, Helena Valley",580000
"25 Robinson Avenue, Quinns Rocks",670000
"25 Roccella Loop, Ashby",495000
"25 Romney Way, Parkwood",568000
"25 Sabina Park Drive, Madeley",452000
"25 SACHEM BEND, Piara Waters",515000
"25 Salisbury Street, St James",490000
"25 San Teodoro Avenue, Sinagra",440000
"25 Santona Boulevard, Ellenbrook",440000
"25 Sapling Way, Hocking",370000
"25 Sauvignon Avenue, The Vines",635000
"25 Scott Place, Hillarys",597500
"25 Scott Street, Koongamia",365000
"25 Second Avenue, Rossmoyne",1010000
"25 Sheldrake Way, Willetton",1040000
"25 Sicklemore Street, Brentwood",855000
"25 Simla Place, Caversham",415000
"25 Skipton Way, City Beach",2150000
"25 Speedy Cheval Street, East Fremantle",950000
"25 Spoonbill Place, Queens Park",399000
"25 Sprint Close, Middle Swan",335000
"25 St Barnabas Boulevard, Quinns Rocks",330000
"25 St Leonards Boulevard, Dayton",530000
"25 St Louis Avenue, Hocking",530000
"25 Standish Way, Woodvale",810000
"25 Stephen Street, Queens Park",420000
"25 Stephenson Gardens, Winthrop",1050000
"25 Stevens Street, Daglish",800000
"25 Strathclyde Circuit, Champion Lakes",215000
"25 Summerville Boulevard, Caversham",490000
"25 Sunart Close, Hamersley",675000
"25 Tahoe Rise, Edgewater",570000
"25 The Anchorage, Maylands",780000
"25 The Boardwalk, Ascot",910000
"25 The Lakes Boulevard, Jandakot",609000
"25 Thomas Way, Kardinya",570000
"25 Tiber Avenue, Beechboro",452500
"25 Timberlane Crescent, Beechboro",383000
"25 Trevallyn Gardens, South Lake",363000
"25 Trevor Court, Roleystone",429500
"25 Unnaro Street, Hillman",339000
"25 Versailles Turn, Landsdale",566500
"25 Vigilant Terrace, Ocean Reef",1450000
"25 Villena Parade, Alkimos",395000
"25 Vinciullo Way, Sinagra",541000
"25 Wanliss Street, Jarrahdale",330000
"25 Warburton Avenue, Padbury",525000
"25 Warrener Gardens, Gwelup",1005000
"25 Waterway Crescent, Ascot",1000000
"25 Wedgewood Drive, Edgewater",400000
"25 Weld Square, Morley",387000
"25 Wenstead Place, Stratton",299000
"25 Werang Entrance, South Guildford",365000
"25 Westland Place, Waterford",1420000
"25 Westport Parade, Darch",630000
"25 Westra Way, Ocean Reef",796000
"25 Wexcombe Way, Aveley",509000
"25 Whitehorses Drive, Burns Beach",1073000
"25 Whitlock Crescent, South Lake",465000
"25 Whitlock Road, Queens Park",500000
"25 Widdicombe Street, Myaree",900000
"25 Willcock Street, Ardross",1300000
"25 Willis Street, East Victoria Park",720000
"25 Willow Tree Drive, Kewdale",592000
"25 Wilmot Bend, Madeley",675500
"25 Wilsmore Street, Daglish",1025000
"25 Windy Ridge Lane, Kalamunda",1150000
"25 Wisteria Way, Ferndale",463000
"25 Woodford Wells Way, Kingsley",592000
"25/1 Corkhill Street, North Fremantle",2400000
"25/132 Clayton Street, Bellevue",312000
"25/61 Elvire Street, Viveash",419000
"250 Bickley Road, Beckenham",485000
"250 Gaebler Road, Aubin Grove",490000
"250 Santa Barbara Parade, Jindalee",495000
"250 Tapper Road, Atwell",543000
"251 Hamersley Road, Subiaco",1350000
"251 Park Street, Brabham",790000
"252 Hector Street, Tuart Hill",857000
"252 Wharf Street, Queens Park",412000
"2520 Needham Road, Wooroloo",560000
"252b Charles Street, North Perth",600000
"252D Cape Street, Tuart Hill",500000
"253 Johnson Road, Bertram",350000
"253 Lawrence Street, Bedford",460000
"253 Marmion Street, Palmyra",470000
"253 Winterfold Road, Coolbellup",407500
"253A George Street, Queens Park",620000
"254 Belgravia Street, Cloverdale",439000
"254 Salvado Road, Floreat",1200000
"254 Wharf Street, Queens Park",340000
"254A Odin Drive, Stirling",750000
"254A Salvado Road, Floreat",1150000
"255 Pearce Street, Sawyers Valley",625000
"255 Ravenscar Street, Doubleview",775500
"2555 Strettle Road, Mahogany Creek",535000
"256 Benenden Avenue, Butler",420000
"2565 Richardson Road, Parkerville",455000
"257 Dampier Avenue, Kallaroo",580000
"257 Drake Street, Morley",720000
"2570 West Swan Road, Caversham",645000
"258 Eddystone Avenue, Beldon",565000
"258A Salvado Road, Floreat",827000
"259 Herbert Street, Doubleview",741000
"2590 Richardson Road, Parkerville",557000
"2595 Strettle Road, Mahogany Creek",745000
"25A Armadale Road, Rivervale",635000
"25A Bernice Way, Thornlie",392000
"25A Bombard Street, Ardross",970000
"25A Carrington Street, Palmyra",600000
"25A Dalkeith Road, Nedlands",1750000
"25A Davidson Road, Attadale",985000
"25A Ferguson Street, Middle Swan",345000
"25A Holmesdale Road, Woodbridge",432000
"25A Kaufman Avenue, Ocean Reef",455000
"25A Kearsley Rise, Murdoch",490000
"25A Lindisfarne Way, Balcatta",650000
"25A Madden Way, Brentwood",605000
"25A Marmion Street, Fremantle",895000
"25A Moonlight Court, Huntingdale",366000
"25A Newmarket Retreat, Currambine",590000
"25A Raymond Street, Mount Pleasant",895000
"25A Salter Point Parade, Salter Point",1270000
"25A Saunders Street, Swanbourne",1580000
"25A Willoughby Retreat, Clarkson",225000
"25b Ada Street, Watermans Bay",790000
"25B Bullarra Road, Greenmount",342000
"25B Burdekin Turn, Hilbert",72000
"25B CASTLE ROCK TURN, Joondalup",420000
"25B Curlington Crescent, Balga",300000
"25B Holmesdale Road, Woodbridge",805000
"25b Kearsley Rise, Murdoch",570000
"25B Moreing Road, Attadale",1180000
"25B Nerida Way, Parkwood",530000
"25B Parkway Road, Bibra Lake",372000
"25B Sussex Street, Nollamara",310000
"25B Trinity Way, Kingsley",410000
"25B Valencia Avenue, Churchlands",760000
"25B Westerway Terrace, North Lake",750000
"25C Ferrara Way, Girrawheen",283000
"25C Ilumba Way, Nollamara",315000
"25D Ferrara Way, Girrawheen",285000
"26 Abercairn Way, Parkwood",525000
"26 Abernethy Grove, Seville Grove",290000
"26 Adenia Road, Riverton",873270
"26 Afric Way, Kallaroo",592500
"26 Aldinga Street, Kenwick",480900
"26 Aleppo Drive, Kardinya",625000
"26 All Saints Way, Churchlands",1338000
"26 Amstey Street, Riverton",682000
"26 Antalya Vista, Iluka",1150000
"26 Ashby Terrace, Viveash",545000
"26 Ashworth Way, Brookdale",217000
"26 Aster Avenue, Willetton",755000
"26 Aster Court, Thornlie",515000
"26 Astroloma Place, Koongamia",355000
"26 Atkins Parade, Hammond Park",510000
"26 Augustus Drive, Jane Brook",605000
"26 Azzuro Crescent, Hillarys",1230000
"26 Barang Circuit, Karawara",832000
"26 Barclay Way, Piara Waters",512000
"26 Barcombe Way, Leeming",790000
"26 Barker Drive, Duncraig",587000
"26 Basico Avenue, Sinagra",455000
"26 Bathgate Loop, Koondoola",460000
"26 Bayside Boulevard, Port Kennedy",340000
"26 Beachton Street, North Beach",1633000
"26 Beard Place, Queens Park",435000
"26 Bedfordale Hill Road, Mount Richon",519000
"26 Bendalong Boulevard, Secret Harbour",675000
"26 Bengello Place, Burns Beach",825000
"26 Bentley Street, Singleton",422000
"26 Benzie Way, Parkwood",550000
"26 Bernley Drive, Viveash",500000
"26 Billing Way, Caversham",450000
"26 Blackburn Street, Bellevue",375000
"26 Blackthorn Road, Eden Hill",540000
"26 Blinco Street, Fremantle",680000
"26 Bonannella Entrance, Sinagra",520000
"26 Bottrill Street, Hamilton Hill",497000
"26 Boynton Gardens, Iluka",735000
"26 Broun Avenue, Embleton",555000
"26 Burke Drive, Attadale",1600000
"26 Burleigh Drive, Burns Beach",850000
"26 Buzza Street, St James",529000
"26 Caduceus Way, Hilbert",760000
"26 Calilly Way, Baldivis",440000
"26 Cambey Way, Brentwood",870000
"26 Campbell Street, Kensington",865000
"26 Campolino Gardens, Stratton",395000
"26 Canavan Crescent, Manning",1325000
"26 Capri Leone Way, Sinagra",408000
"26 Carlow Circle, Waterford",1000000
"26 Carradale Glen, Hillarys",1290000
"26 Cashmere Gardens, Ballajura",400000
"26 Casino Road, Glen Forrest",550000
"26 Central Avenue, Swanbourne",1425000
"26 Chardonnay Drive, The Vines",670000
"26 Charsley Crescent, Marmion",1070000
"26 Chisham Avenue, Parmelia",219000
"26 Christmas Avenue, Orelia",257000
"26 Circe Circle, Dalkeith",2232000
"26 Clearwater Way, Singleton",428000
"26 Clement Street, Swanbourne",1395000
"26 Clermont Place, Port Kennedy",290000
"26 Coleman Road, Calista",395000
"26 Conferta Link, Banksia Grove",273000
"26 Connell Avenue, Kelmscott",500000
"26 Coral Road, Kalamunda",785000
"26 Coronado Ridge, Iluka",960000
"26 Cosmia Grove, Jindalee",450000
"26 Craven Road, Mahogany Creek",535000
"26 Cristobal Crescent, Mindarie",555000
"26 Criterium Place, Middle Swan",345000
"26 Cutter Road, Waikiki",360000
"26 Dakin Street, Jolimont",1055000
"26 Daly Circle, Langford",510000
"26 Dampier Avenue, City Beach",1175000
"26 David Street, Kensington",1167500
"26 De Grey Retreat, Jane Brook",542000
"26 DENNIS STREET, Quinns Rocks",405000
"26 Dew Street, Forrestdale",372500
"26 Disney Road, Parmelia",325000
"26 Downey Drive, Mosman Park",2200000
"26 Dudley Street, Midland",350000
"26 Dundas Road, Inglewood",1115000
"26 Durack Way, Padbury",590000
"26 Eastman Turn, Tapping",645000
"26 Eastwall Parkway, Butler",370000
"26 Edulis Avenue, Aubin Grove",525000
"26 Elmhurst Drive, Clarkson",402000
"26 Elvington Way, Thornlie",360000
"26 Faulkner Way, Eden Hill",480000
"26 Federation Drive, Singleton",539000
"26 Federation Street, Mount Hawthorn",854000
"26 Fermaner Street, Karrinyup",630000
"26 Fernlea Street, Warwick",645000
"26 Fifth Avenue, Beaconsfield",655000
"26 Firmstone Circle, Landsdale",480000
"26 Fisherton Circuit, Kinross",417500
"26 Flourish Loop, Atwell",470000
"26 Freeduff Drive, Wattle Grove",490000
"26 Friarbird Terrace, Beeliar",480000
"26 Fulman Way, Lynwood",358000
"26 Fulmar Way, Seville Grove",420000
"26 Gabell Way, Koondoola",440000
"26 Gallop Road, Dalkeith",1740000
"26 Gamboge Street, Eglinton",273000
"26 Gardiner Heights, Kinross",400000
"26 Garrong Close, Edgewater",530000
"26 GAUSSON TURN, Ashby",455000
"26 Gayton Road, City Beach",1700000
"26 Gemini Way, Madeley",605000
"26 George Street, Belmont",176649
"26 Glasgow Way, Seville Grove",360000
"26 Glendale Avenue, Hamersley",580000
"26 Gnobar Way, Mullaloo",730000
"26 Goldbury Street, Duncraig",567000
"26 Goldfields Loop, Wandi",360000
"26 Goodwood Way, Canning Vale",550000
"26 Gradient Way, Beldon",480000
"26 Grady Court, Waikiki",320000
"26 Grandis Road, Dayton",460000
"26 Halmstad Circle, Mindarie",555000
"26 Hamlet Pass, Jane Brook",549000
"26 Hanley Street, Stoneville",530000
"26 Hanlin Way, Samson",690000
"26 Harmony Way, Kewdale",675000
"26 Hartwell Street, Coolbinia",805000
"26 Harvest Loop, Edgewater",545000
"26 Heard Way, Glendalough",590000
"26 Hennessy Avenue, Orelia",231000
"26 Highland Rise, Piara Waters",625000
"26 Hilda Street, Shenton Park",1620000
"26 Hodges Street, Middle Swan",372500
"26 Holdsworth Street, Fremantle",915000
"26 Hollett Road, Morley",346000
"26 Holmfirth Street, Menora",920000
"26 Holywell Street, Middle Swan",438000
"26 Hope Avenue, Manning",305000
"26 Hope Road, Bibra Lake",430000
"26 Houghton Drive, Carramar",525800
"26 Hovea Crescent, City Beach",1540000
"26 Howe Street, Beeliar",630000
"26 Hudleston Rise, Alexander Heights",360000
"26 Hunter Drive, Lesmurdie",488000
"26 Huntingdale Crescent, Connolly",585000
"26 Hursthill Street, Madeley",500000
"26 Inveraray Crescent, Hamersley",530000
"26 Ivankovich Avenue, Beeliar",545000
"26 Jacaranda Avenue, Mount Claremont",1175000
"26 Jaffa Close, Seville Grove",225000
"26 Jane Brook Drive, Jane Brook",460000
"26 Januk Turn, South Guildford",565000
"26 Jaywick Close, Safety Bay",355000
"26 Jennings Way, Lockridge",420000
"26 Jindalee Boulevard, Jindalee",545000
"26 Jobson Loop, Brookdale",350000
"26 John Street, North Fremantle",1250000
"26 Kabuki View, Aveley",285000
"26 Kalangedy Drive, Riverton",549000
"26 Kandalee Gate, Banksia Grove",519000
"26 Kangaroo Entrance, Stratton",318000
"26 Kardan Circuit, Karawara",785000
"26 Katisha Street, Duncraig",552000
"26 Kemp Road, Mount Pleasant",1150000
"26 Kempeana Way, Baldivis",395000
"26 Kenneth Road, High Wycombe",446000
"26 Kentmere Street, Aveley",420000
"26 Kersey Way, Carine",815000
"26 Kesiya Turn, Aubin Grove",485000
"26 Kewarra Bend, Secret Harbour",830000
"26 Keyham Street, Bertram",400000
"26 Kianga Crescent, Burns Beach",745000
"26 Kilborne Avenue, Quinns Rocks",520000
"26 Kingston Heath Court, Connolly",775000
"26 Koorda Street, Coolbinia",1633000
"26 Lakehurst Way, Atwell",489000
"26 Lakeside Drive, Helena Valley",680000
"26 Langley Way, Booragoon",1285000
"26 Leach Avenue, Riverton",760000
"26 Lenihan Corner, Wattle Grove",586000
"26 Leontes Way, Coolbellup",452000
"26 Liata Court, Thornlie",415000
"26 Lintonmarc Drive, Redcliffe",390000
"26 Lookout Vista, Singleton",540000
"26 Losino Boulevard, Henley Brook",770000
"26 Macalpine Retreat, Kinross",469000
"26 Macaulay Crescent, Inglewood",715000
"26 Mackay Crescent, Gosnells",380000
"26 Majella Road, Westminster",590000
"26 Mal Bay Court, Mindarie",720000
"26 Marcus Avenue, Booragoon",621000
"26 Marnie Road, Glen Forrest",445000
"26 Marr Street, Byford",335000
"26 Marradong Street, Coolbinia",1250000
"26 Marriott Road, Boya",470000
"26 Marsengo Road, Bateman",822000
"26 Mary Crescent, Eden Hill",415000
"26 Matthew Avenue, Leeming",740000
"26 McCubbin Loop, Seville Grove",330000
"26 Mcdonald Street, Como",1895000
"26 McFarlane Circle, Mirrabooka",425000
"26 McKivett Crescent, Leeming",695000
"26 McLeod Street, Lockridge",430000
"26 Mcveigh Street, Singleton",459000
"26 Meares Avenue, Kwinana Town Centre",152500
"26 Mesa Link, Baldivis",485000
"26 Michelangelo Drive, Landsdale",610000
"26 Micrantha Way, Banksia Grove",290000
"26 Midland Elbow, Mindarie",530000
"26 Millcroft Elbow, Jandakot",640000
"26 Millstream Place, Success",495000
"26 Mirrelia Way, Riverton",695000
"26 Mitra Loop, Bennett Springs",426000
"26 Mockeridge Circuit, Middle Swan",390000
"26 Mokutu Court, Quinns Rocks",405000
"26 Monet Drive, Ashby",560000
"26 Monivae Vista, Tapping",575000
"26 Moorhead Way, Koondoola",450000
"26 Moran Court, Beaconsfield",1220000
"26 Moreau Drive, Ellenbrook",488000
"26 Morgan Way, Girrawheen",350000
"26 Mowbray Grange, Brabham",535000
"26 Nandina Avenue, Mount Claremont",1060000
"26 Narla Road, Swanbourne",1940000
"26 Nearwater Way, Shelley",1225375
"26 North Lake Road, Alfred Cove",485000
"26 Oakbank Crescent, Butler",445000
"26 Olympus Loop, Merriwa",370000
"26 Onslow Road, Shenton Park",875000
"26 Ophelia Grove, Mount Nasura",565000
"26 Orwell Crescent, Woodvale",630000
"26 Ougden Way, Medina",262000
"26 Panamuna Drive, Willetton",660000
"26 Parella Court, Bennett Springs",480000
"26 Parkin Way, Marangaroo",439000
"26 Paterson Street, Mundijong",380000
"26 Peake Way, Medina",210000
"26 Pearson Street, Ashfield",460000
"26 Peel Row, Kwinana Town Centre",144950
"26 Peel Street, Jolimont",892500
"26 Peet Crescent, Trigg",1250000
"26 Pegley Drive, Parkwood",405000
"26 Pekin Pass, Southern River",460000
"26 Peterborough Circle, North Lake",580000
"26 Pexton Drive, South Guildford",540000
"26 Pintabona Drive, Sinagra",445000
"26 Pioneer Drive, Thornlie",422000
"26 Plankton Place, Heathridge",430000
"26 Plumosa Mews, Duncraig",915000
"26 Porlock Way, Karrinyup",1300000
"26 Protea Way, Banksia Grove",331500
"26 Provincial Mews, Bibra Lake",615000
"26 Pulo Road, Brentwood",600000
"26 Purkiss Street, Cannington",350000
"26 Pursuit Close, Middle Swan",383000
"26 Queenslea Drive, Claremont",1500000
"26 Radstock Circuit, Ridgewood",405000
"26 Ramsdale Loop, Leeming",730000
"26 Redcliffe Street, East Cannington",415000
"26 Reddy Avenue, Mundaring",560000
"26 Redunca Close, Helena Valley",509000
"26 Reveley Court, Samson",675000
"26 Rhine Crescent, Beechboro",515000
"26 Ridgewood Boulevard, Ridgewood",515000
"26 Ripple Way, Bateman",499500
"26 Riverdale Road, Helena Valley",875000
"26 Rochester Avenue, Beckenham",385000
"26 Roger Street, Midland",305000
"26 Rosebery Street, Jolimont",855000
"26 Rossetti Court, North Lake",582000
"26 Rothesay Heights, Mindarie",509000
"26 Rothsay Crescent, Menora",1350000
"26 Rutland Avenue, Lathlain",670000
"26 Salitage Link, Pearsall",433000
"26 Sanderson Street, Embleton",640000
"26 Sandringham Drive, Darch",450000
"26 Sanguine Way, Atwell",507500
"26 Sarus Rise, Gwelup",880000
"26 Saunders Street, North Beach",1255000
"26 Seaham Way, Mindarie",805000
"26 Second Avenue, Claremont",875000
"26 Sedgeland Way, Ascot",710000
"26 Sessilis Crescent, Wattle Grove",435250
"26 Shakespeare Street, Leederville",1090000
"26 Shannon Street, Floreat",1848000
"26 Sheffield Road, Wattle Grove",470000
"26 Shenandoah Mews, Currambine",690000
"26 Sheoak Road, Maddington",316000
"26 Sheppard Way, Marmion",785000
"26 Shimmer Street, Wellard",260000
"26 Shipwright Avenue, Wellard",615000
"26 Shoalwater Parkway, Iluka",800000
"26 Shropshire Crescent, Butler",510000
"26 Silverline Bend, Bertram",372500
"26 Singleton Beach Road, Singleton",465000
"26 Skylark Retreat, Ballajura",510000
"26 Slalom Drive, Wembley Downs",1420000
"26 Smyth Road, Shenton Park",1160000
"26 Solander Road, Hillarys",650000
"26 Sophora Place, Woodvale",670000
"26 Squires Gardens, Stratton",329000
"26 St Helena Way, Iluka",685000
"26 St Peters Road, East Fremantle",740000
"26 St Thomas Loop, Iluka",887000
"26 St Vincents Avenue, Wembley",1575000
"26 Stamford Crescent, Secret Harbour",320000
"26 Standish Way, Woodvale",854000
"26 Starlight Pass, Seville Grove",350000
"26 Stirk Road, Alfred Cove",1225000
"26 Strathclyde Circuit, Champion Lakes",197000
"26 Success Crescent, Salter Point",1660000
"26 Summerton Road, Calista",230000
"26 Sutton Way, Darch",510000
"26 Swan View Road, Greenmount",425000
"26 Swanway Crescent, Swanbourne",2100000
"26 Tahlee Retreat, Carramar",441100
"26 Tain Street, Applecross",950000
"26 Talbot Drive, Kingsley",800000
"26 Taranto Way, Ellenbrook",365000
"26 Teaguer Street, Wilson",472000
"26 Tees Court, Mindarie",929000
"26 Teneriffe Place, Mirrabooka",450000
"26 The Lakes Boulevard, Jandakot",682500
"26 The Ramble, Booragoon",960000
"26 Thomas Street, Queens Park",668000
"26 Toledo Circuit, Port Kennedy",160000
"26 Torquay Pass, Mindarie",760000
"26 Trafford Street, Beaconsfield",750000
"26 Tralee Way, Waterford",770000
"26 Trevino Drive, Port Kennedy",345000
"26 Troy Terrace, Daglish",1215000
"26 Turnbury Park Drive, Jandakot",535000
"26 Tyler Street, Joondanna",700000
"26 Unity Way, Atwell",485000
"26 Valance Way, Gwelup",710000
"26 Veronica Street, Riverton",965000
"26 Victor Street, Hilton",640000
"26 Victoria Street, Guildford",1600000
"26 Vinca Way, Forrestfield",300000
"26 Vivaldi Avenue, Stirling",480000
"26 Waroonga Road, Nedlands",2300000
"26 Watkins Street, Eden Hill",432500
"26 Watson Road, Beeliar",520000
"26 Webster Street, Nedlands",1300000
"26 Weeks Way, Bull Creek",785000
"26 Welara Circle, Henley Brook",565000
"26 Weldwood Road, Ocean Reef",995000
"26 Wentletrap Way, Mullaloo",825000
"26 West End Parade, Canning Vale",669000
"26 Westerway Terrace, North Lake",570000
"26 Whiteside Street, Cloverdale",410000
"26 Whitfeld Terrace, Winthrop",1400000
"26 Wicks Street, Eden Hill",495000
"26 Wilkins Street, Bellevue",160000
"26 Williton Road, Karrinyup",1250000
"26 Winfield Street, Lynwood",405000
"26 Winship Avenue, Wanneroo",260000
"26 Winterton Way, Girrawheen",326000
"26 Winthrop Drive, Winthrop",820000
"26 Wishart Loop, Wanneroo",590000
"26 Woodlake Boulevard, Ellenbrook",520000
"26 Woodside Loop, Beckenham",487500
"26 Zeus Avenue, Madeley",695000
"26/22 Heirisson Way, North Coogee",480000
"260 Traylen Road, Stoneville",590000
"261 Cedric Street, Balcatta",550000
"261 Station Street, East Cannington",541000
"2610 Richardson Road, Parkerville",425000
"261A St Kilda Road, Kewdale",457000
"261B Salvado Road, Floreat",870000
"262 Herbert Street, Doubleview",930000
"262 York Street, Subiaco",1085000
"264 Adelaide Street, High Wycombe",512500
"265 Alfred Street, Mount Helena",725000
"265 Ewen Street, Woodlands",900000
"265 Jacoby Street, Mahogany Creek",480000
"265 Santa Barbara Parade, Jindalee",1050000
"265A Vincent Street, Leederville",1000000
"266 Benara Road, Beechboro",340000
"266 Fisher Street, Cloverdale",501000
"266 Main Street, Osborne Park",650000
"266 Soldiers Road, Cardup",399000
"266 Tapper Road, Atwell",650000
"267 Huntriss Road, Doubleview",760000
"268 Cardup Siding Road, Byford",655000
"268 Fulham Street, Cloverdale",800000
"268 Grandis Boulevard, Banksia Grove",337000
"268 Marmion Street, Palmyra",540000
"268 Morley Drive, Eden Hill",443500
"268 Padbury Avenue, Herne Hill",865000
"269 Benara Road, Beechboro",342000
"26A Anaconda Place, Sorrento",780000
"26A Beach Road, Watermans Bay",800000
"26A Bickley Crescent, Manning",730000
"26A Bishopsgate Street, Lathlain",710000
"26A Casserley Avenue, Girrawheen",285000
"26A Ewart Street, Midvale",440000
"26A Ginsburg Turn, Tapping",323000
"26A Grange Street, Claremont",1700000
"26A Henley Road, Ardross",1070000
"26A Joseph Street, West Leederville",1100000
"26a KATHLEEN STREET, Trigg",1550000
"26A King George Street, Innaloo",495000
"26A Mars Street, Carlisle",615000
"26A Mary Street, Watermans Bay",1600000
"26A Natasha Way, Camillo",315000
"26a Selhurst Way, Balga",190000
"26a Storrington Crescent, Westminster",360000
"26A Victoria Street, Guildford",1230000
"26B Adamson Road, Brentwood",626500
"26B Barwon Heads Terrace, Connolly",460000
"26B Bates Road, Innaloo",702000
"26B Browder Drive, Seville Grove",265000
"26b Corrigan Way, Greenwood",390000
"26b Croxton Place, North Beach",755000
"26B Grafham Road, Brookdale",300000
"26B Illawong Way, Kingsley",435000
"26B Jon Sanders Drive, Glendalough",670000
"26b Kemp Road, Mount Pleasant",1305000
"26B Littlemore Road, Orelia",170000
"26B Margaret Street, Watermans Bay",780000
"26B Marian Avenue, Armadale",175000
"26B Maroog Way, Nollamara",521000
"26B Mitchell Street, Ardross",810000
"26B Riverlinks Drive, Clarkson",315000
"26C Fleetwood Road, Lynwood",469000
"26C Greville Way, Girrawheen",232000
"26C Victoria Way, Osborne Park",450000
"26D Connell Way, Girrawheen",255000
"26D Grant Street, Woodlands",605000
"26H Mopsa Way, Coolbellup",390000
"26R Leake Street, Peppermint Grove",1800000
"27 Abdale Street, Gwelup",500000
"27 Adriatic Way, Currambine",575000
"27 Airlie Chase, Clarkson",372000
"27 Albatross Loop, Bennett Springs",435000
"27 Aldenham Drive, Southern River",606666
"27 Allamanda Gate, Helena Valley",472000
"27 Amethyst Place, Maida Vale",510000
"27 Amity Circuit, Shoalwater",415000
"27 Andrews Way, Herne Hill",445000
"27 Antonio Street, Coolbellup",530000
"27 Appian Way, Hamersley",540000
"27 Apus Loop, Waterford",558888
"27 Arbon Way, Lockridge",445000
"27 Arundel Street, Kensington",825000
"27 Ashbrook Avenue, Pearsall",495000
"27 Ashby Terrace, Viveash",450000
"27 Asheville Parade, Landsdale",560000
"27 Astroloma Place, Koongamia",270000
"27 Atanasoff Road, Tapping",475000
"27 Atkinson Road, Medina",250000
"27 Augustus Way, Marangaroo",330000
"27 Avila Way, Alexander Heights",360000
"27 Avon Crescent, Atwell",450000
"27 Axford Road, Alexander Heights",447500
"27 Balaka Way, Queens Park",539000
"27 Balcombe Street, Westminster",297500
"27 Bamlett Street, Mount Nasura",400000
"27 Barang Circuit, Karawara",770000
"27 Barridale Drive, Kingsley",613000
"27 Barrington Avenue, Champion Lakes",469500
"27 Barwon Street, Lesmurdie",490000
"27 Baxter Way, Padbury",500000
"27 Bay Meadow Heights, Connolly",610000
"27 Beckley Circle, Leeming",700000
"27 Bedford Street, Bentley",635250
"27 Beedelup Loop, Bibra Lake",470000
"27 Bight Reefs Road, Singleton",480000
"27 Bilkurra Way, Mount Nasura",495000
"27 Birkett Avenue, Beeliar",340000
"27 Bishop Road, Middle Swan",450000
"27 Blackburn Street, Bellevue",430000
"27 Bluestone Parkway, Secret Harbour",545000
"27 Bolton Way, Darch",532500
"27 Bonnard Crescent, Ashby",513000
"27 Bradbury Way, Samson",622000
"27 Bradshaw Crescent, Ellenbrook",279000
"27 Bramshott Approach, Butler",325000
"27 Brantwood Approach, Hocking",522500
"27 Brendon Way, Karrinyup",1350000
"27 Brockman Avenue, Bull Creek",860000
"27 Brooking Street, South Guildford",780000
"27 Broun Avenue, Embleton",950000
"27 Buckingham Road, Kelmscott",350000
"27 Bundaleer Avenue, Ellenbrook",360000
"27 Burdett Retreat, Murdoch",555000
"27 Burke Street, Mount Helena",540000
"27 Burt Street, Quinns Rocks",690000
"27 Butcher Street, Mundijong",135000
"27 Callaghan Way, Noranda",600000
"27 Callosa Crescent, Alkimos",630000
"27 Camelot Grove, Carramar",581000
"27 Campbell Way, Parkerville",705000
"27 Carawatha Avenue, Mount Nasura",156000
"27 Carawatha Road, Parkerville",487000
"27 Carmichael Street, Beckenham",400000
"27 Central Avenue, Beaconsfield",805000
"27 Central Road, Rossmoyne",1170000
"27 Chadwick Parade, Brookdale",290000
"27 Chiltern Avenue, Brookdale",285000
"27 Chipperton Road, Bertram",485000
"27 Chrysostom Street, North Beach",960000
"27 Churchlands Avenue, Churchlands",1230000
"27 Citrus Loop, South Lake",435000
"27 Clearwater Way, Singleton",440000
"27 Clement Street, Swanbourne",1885000
"27 Clianthus Way, Koongamia",117500
"27 Cloister Avenue, Manning",920000
"27 Clyde Road, Menora",1190000
"27 Cockman Way, Orelia",350000
"27 Cockram Street, Mundijong",385000
"27 Coffey Road, Belmont",600000
"27 Columbus Loop, Success",662500
"27 Conochie Crescent, Manning",795000
"27 Constellation Drive, Ocean Reef",725000
"27 Coolgardie Street, Subiaco",1350000
"27 Corella Street, Lesmurdie",490000
"27 Corsican Way, Canning Vale",432000
"27 Cortis Way, Langford",350000
"27 Craven Street, Bedford",745000
"27 Crested Turn, Harrisdale",590000
"27 Crocker Way, Innaloo",800000
"27 Curtis Way, Girrawheen",300000
"27 Cyandra Loop, Banksia Grove",415000
